EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
29,28.742092847824097,61440,-1947.29790,224.25148,nan,2.82260,4.03685,21.88243,5000.00000,0.20385,0.21046,0.83016,-0.56505,2.25946,0.21112,2.80282,1.73262,4.44815,0.57133,5.49933,3.23620,-6.16106,0.99988,-3.00438,-7.79346,1.97929,0.89560,6.99463,0.78133,32.60134,11.70332,86.39088,14.22874,0.01213,0.03501,0.11257,-0.05797,11.37003,0.35194,12.31909,10.41155,2.96298,0.28792,3.88199,2.28063,16.80454,0.76429,18.73688,14.86543,2.65015,2.25958,7.30026,-3.16747,-2.02500,0.00113,-2.02374,-2.02748,0.04789,0.00052,0.04864,0.04709,-1.93039,0.00330,-1.92593,-1.93665,-2.10769,0.00407,-2.10255,-2.11474,2.27933,0.70071,8.57745,1.00000,0.40553,0.11882,1.00000,0.17589,7.61730,1.75028,13.96494,3.22237
30,27.595088958740234,63488,-1982.54368,-130.81040,nan,2.77274,4.28879,20.53336,5000.00000,-1.64386,0.29753,-0.89801,-2.45676,2.97397,0.16648,3.40203,2.55043,3.43869,0.69865,4.82991,1.89857,-8.89973,0.94576,-6.86464,-11.61870,2.30867,1.98265,14.08580,0.75164,38.15214,23.04018,181.42160,14.17055,0.02056,0.03947,0.15607,-0.05706,11.33166,0.33324,12.28666,10.52251,2.84744,0.27782,3.64500,2.15317,16.63696,0.60217,17.97507,14.43966,3.15489,1.92009,7.05560,-1.82700,-2.02328,0.00032,-2.02269,-2.02387,0.04682,0.00082,0.04861,0.04588,-1.93137,0.00246,-1.92576,-1.93469,-2.10241,0.00144,-2.10050,-2.10602,2.11071,0.44916,3.96251,1.00000,0.42041,0.10988,1.00000,0.17179,8.22637,1.93363,20.79873,4.30665
31,27.17794442176819,65536,-1829.05343,-472.21650,nan,3.11503,4.10324,19.95944,5000.00000,-4.51062,0.33394,-3.58052,-5.42005,3.86951,0.20253,4.64398,3.34738,1.62544,0.66638,2.90471,-0.25457,-13.21485,0.73858,-11.05470,-14.73437,4.25869,5.57143,36.42726,1.03933,59.44991,58.86216,398.38156,14.91121,0.01488,0.03543,0.13004,-0.05303,11.33632,0.40240,12.18780,10.06528,2.95451,0.31429,3.95557,1.99277,16.56513,0.59233,18.03785,15.21001,2.80168,2.30479,7.10399,-4.16585,-2.02117,0.00128,-2.01947,-2.02358,0.04585,0.00029,0.04637,0.04538,-1.93157,0.00267,-1.92791,-1.93564,-2.10145,0.00166,-2.09961,-2.10606,2.07812,0.39320,3.85312,1.00000,0.40579,0.11051,1.00000,0.17210,8.07318,1.45013,12.26936,4.76783
32,27.346023321151733,67584,-1304.14872,591.19130,nan,2.63396,4.28256,20.36848,5000.00000,1.17840,0.26626,2.13669,0.36588,2.40200,0.18686,3.06199,1.93327,6.06728,0.41440,6.92705,4.24082,-4.83160,1.06882,-2.66650,-8.39749,1.76463,1.45446,8.71196,0.53245,16.71788,7.83672,51.95907,5.76227,0.00868,0.03478,0.12080,-0.07089,11.26790,0.35134,12.13027,10.36601,2.81643,0.27713,3.59818,2.17263,16.48122,0.59720,17.90758,14.88055,3.15383,1.94099,7.65802,-1.71391,-2.01912,0.00020,-2.01884,-2.01966,0.04729,0.00081,0.04859,0.04592,-1.92807,0.00141,-1.92545,-1.92998,-2.10425,0.00092,-2.10270,-2.10629,2.06235,0.46373,5.18689,1.00000,0.43098,0.10744,1.00000,0.15718,7.85317,1.54751,12.45270,4.39766
33,26.206308841705322,69632,-938.14011,465.11291,nan,2.68309,3.83114,19.69193,5000.00000,0.13197,0.17933,0.70356,-0.34239,2.17632,0.15069,2.57781,1.76203,4.14710,0.63906,5.59662,2.66622,-5.53187,0.69286,-3.50312,-6.56297,1.04789,0.64575,4.84716,0.40432,16.01549,7.18122,57.49443,5.82812,0.01965,0.03492,0.13736,-0.05195,11.27391,0.37270,12.68349,10.11173,2.98093,0.30059,4.20235,2.16042,16.67824,0.73745,18.65672,15.05205,2.77758,2.19134,7.88509,-5.17074,-2.01712,0.00116,-2.01597,-2.01967,0.04713,0.00057,0.04859,0.04649,-1.92903,0.00132,-1.92649,-1.93134,-2.10405,0.00099,-2.10268,-2.10633,2.13006,0.55652,5.81929,1.00000,0.42548,0.10658,1.00000,0.18075,8.06640,1.60480,15.16872,4.61034
34,25.94351816177368,71680,-516.72677,326.81221,nan,2.72813,4.02778,19.18737,5000.00000,-1.11077,0.16003,-0.64630,-1.52106,3.05510,0.17870,3.53749,2.61331,3.66847,0.42768,4.56123,2.05642,-7.86884,0.47479,-6.50649,-8.75833,1.28662,1.56593,14.34816,0.39492,16.34293,12.51294,105.18195,5.78230,0.01705,0.03511,0.13420,-0.06139,11.08635,0.35249,12.12843,10.00415,2.90995,0.32243,4.19732,2.11423,16.53324,0.60660,17.92794,14.83338,2.68928,3.12310,7.30834,-12.23073,-2.01382,0.00101,-2.01236,-2.01599,0.04922,0.00142,0.05146,0.04668,-1.92432,0.00258,-1.92081,-1.92963,-2.10702,0.00186,-2.10350,-2.11018,2.16336,0.52307,4.68417,1.00000,0.42572,0.11236,1.00000,0.12069,7.99785,1.54607,12.59949,4.50400
35,26.9125018119812,73728,-301.03731,361.65796,nan,2.64827,4.11300,20.15106,5000.00000,-1.38655,0.17284,-0.93371,-1.80549,4.02356,0.19075,4.49725,3.36942,3.90761,0.36181,4.89387,3.05456,-10.06248,0.57059,-8.12542,-10.93257,1.90507,2.95323,19.56632,0.40359,21.07643,21.19288,145.17264,6.07064,0.01411,0.03497,0.13697,-0.05640,11.15039,0.34950,12.09720,9.97289,2.99688,0.31842,3.88129,2.13897,16.46283,0.58616,17.77457,14.38961,2.11950,2.53267,6.76719,-5.35493,-2.01104,0.00090,-2.01000,-2.01253,0.05340,0.00104,0.05509,0.05120,-1.91738,0.00172,-1.91425,-1.92180,-2.11733,0.00400,-2.10817,-2.12303,2.01141,0.37924,3.86086,1.00000,0.42763,0.10900,1.00000,0.20413,8.06466,1.42554,13.26944,5.23378
36,26.395572185516357,75776,68.77048,509.51262,nan,2.88373,4.07059,19.44101,5000.00000,0.36290,0.36068,1.34050,-1.01834,2.74479,0.43588,4.76106,1.80890,6.29887,1.20603,9.29538,3.50699,-8.34885,2.92506,-2.41707,-23.02710,2.32175,2.77487,17.27903,0.59813,28.00281,14.91720,114.29277,9.70527,0.00594,0.03435,0.15568,-0.06167,11.05534,0.35693,11.97256,10.06604,2.93929,0.30234,3.64579,2.10734,16.58457,0.71914,18.39934,14.44566,2.39728,2.00509,6.67098,-2.24582,-2.00886,0.00057,-2.00777,-2.01008,0.05557,0.00027,0.05615,0.05506,-1.91379,0.00075,-1.91236,-1.91536,-2.12949,0.00380,-2.12270,-2.13605,2.23482,0.62471,7.08058,1.00000,0.36324,0.13729,1.00000,0.08529,6.85192,1.78682,13.09916,2.56529
37,26.175013542175293,77824,242.88809,649.77492,nan,2.74050,3.99365,19.44063,5000.00000,1.19173,0.17191,1.75245,0.72668,1.52528,0.14706,1.93968,1.18967,4.81741,0.83223,6.88309,3.11791,-2.41651,0.63138,-0.95586,-3.66659,1.32882,0.59799,5.23034,0.49377,22.60481,10.33569,85.61850,7.98429,0.02138,0.03519,0.15858,-0.05104,11.15356,0.35014,12.14715,10.12899,2.88419,0.32509,3.91962,2.06105,16.35586,0.67847,17.88328,14.57587,2.59545,2.27978,6.69620,-3.91611,-2.00553,0.00105,-2.00425,-2.00782,0.05545,0.00030,0.05617,0.05497,-1.91243,0.00086,-1.91120,-1.91538,-2.12840,0.00298,-2.12520,-2.13595,2.17126,0.49086,4.84007,1.00000,0.41694,0.10255,1.00000,0.12060,8.38181,1.44519,13.40613,4.71961
38,26.068943738937378,79872,447.98305,476.34402,nan,2.52637,3.82434,19.71806,5000.00000,0.36170,0.18858,0.89883,-0.18242,1.68789,0.14706,2.04191,1.31871,3.78662,0.49338,4.74479,2.66902,-4.12318,0.79643,-2.33717,-5.72533,1.28598,0.50791,3.81805,0.47502,25.20274,10.01261,73.45808,7.23403,0.01055,0.03548,0.15452,-0.05211,10.92856,0.34058,11.82255,9.81343,2.82470,0.27532,3.82979,2.01499,16.31237,0.74892,17.95413,14.07872,3.11118,1.60343,7.22617,-0.94837,-2.00183,0.00104,-2.00071,-2.00428,0.05699,0.00073,0.05782,0.05515,-1.90895,0.00294,-1.90451,-1.91544,-2.13294,0.00371,-2.12533,-2.13760,2.12778,0.42714,3.62507,1.00000,0.41069,0.10238,1.00000,0.13871,7.86623,1.59369,12.76151,3.88830
39,26.62871217727661,81920,330.63552,279.42744,nan,2.71303,3.97198,19.94353,5000.00000,-1.07478,0.25289,-0.44809,-1.86780,2.40217,0.17158,2.84058,1.96686,2.85882,0.43629,3.82766,1.75409,-7.65621,0.78734,-5.66088,-9.01777,1.41821,1.22305,9.56897,0.44180,24.25081,10.88340,75.43847,8.41990,0.01497,0.03483,0.13448,-0.04759,10.95990,0.35937,11.94430,9.79607,2.91115,0.31694,3.92613,2.18148,16.07330,0.54212,17.31200,14.37642,2.37786,2.67581,7.14103,-7.24632,-1.99915,0.00090,-1.99775,-2.00107,0.05812,0.00025,0.05859,0.05753,-1.90071,0.00190,-1.89813,-1.90488,-2.13449,0.00214,-2.13134,-2.13806,2.17553,0.45794,3.85228,1.00000,0.40977,0.10855,1.00000,0.17809,7.95836,1.74504,13.52581,4.34626
40,26.302415132522583,83968,-457.27212,815.27974,nan,2.58998,3.97898,19.73322,5000.00000,2.04836,0.29078,2.72298,0.77366,2.02308,0.47356,4.33241,1.45183,7.45460,1.69891,11.78204,4.66774,-3.41740,3.51652,-0.30900,-21.31344,2.22482,2.48977,15.73461,0.65134,30.14834,16.20679,122.80838,9.51779,0.01477,0.03265,0.12107,-0.05442,10.93134,0.35370,12.06052,9.81371,2.86280,0.28967,3.60746,2.15323,16.17317,0.58424,17.66323,14.34665,2.75550,1.90268,6.90124,-3.21580,-1.99664,0.00050,-1.99559,-1.99782,0.05825,0.00018,0.05849,0.05782,-1.89566,0.00135,-1.89256,-1.89850,-2.12951,0.00090,-2.12755,-2.13137,2.25362,0.63934,5.64271,1.00000,0.39402,0.11309,1.00000,0.13479,7.74487,1.95419,15.60709,3.29306
41,27.024826288223267,86016,-863.36990,926.82483,nan,2.55582,4.15189,20.31694,5000.00000,2.22433,0.17851,2.74482,1.72789,1.66800,0.16454,2.22504,1.26476,5.77231,0.72222,7.27937,4.39206,-2.94853,1.43422,0.10988,-5.31233,1.62710,1.06297,7.81527,0.64401,23.29470,12.01284,95.53577,7.17384,0.01616,0.03545,0.14167,-0.06330,10.88266,0.34387,11.75456,9.84720,2.86858,0.29802,3.91694,2.06252,16.25130,0.72539,17.95806,14.52397,2.51666,2.44326,6.55678,-5.97815,-1.99495,0.00031,-1.99435,-1.99557,0.05974,0.00070,0.06095,0.05830,-1.89308,0.00138,-1.88844,-1.89479,-2.13514,0.00366,-2.12769,-2.13963,2.16391,0.48948,5.63274,1.00000,0.40343,0.10193,1.00000,0.17340,8.08073,1.85701,14.83665,4.10578
42,25.947737216949463,88064,-1401.30846,938.98100,nan,2.60238,3.94357,19.40163,5000.00000,1.47747,0.15524,1.87789,1.09010,1.40973,0.12810,1.77810,1.11139,4.44840,0.44135,5.52731,3.28212,-2.02444,0.52251,-0.15701,-3.04552,1.12989,0.59238,4.86816,0.48770,16.57686,7.81359,64.53823,5.95609,0.02033,0.03495,0.14102,-0.05061,10.83741,0.34718,11.67443,9.87347,2.99166,0.26831,3.79211,2.31500,16.31384,0.60379,17.59395,14.31141,2.39597,2.10751,6.55255,-5.20580,-1.99463,0.00019,-1.99421,-1.99501,0.05976,0.00052,0.06097,0.05908,-1.88546,0.00209,-1.88147,-1.88862,-2.13776,0.00093,-2.13608,-2.13971,2.18300,0.58483,6.18602,1.00000,0.40594,0.10297,1.00000,0.14596,8.19673,1.59637,12.95627,4.65284
43,26.428476333618164,90112,-2061.19223,962.25953,nan,3.00116,3.91521,19.51187,5000.00000,1.27128,0.14126,1.74219,0.80648,1.47679,0.11842,1.87346,1.10670,4.58455,0.67020,5.84500,3.16056,-2.32254,0.50583,-1.05940,-3.58346,1.19462,0.49711,3.60757,0.50687,13.62630,5.60778,42.55028,6.09295,0.01490,0.03498,0.13061,-0.05608,10.81456,0.34708,11.72525,9.83124,2.92339,0.30037,4.12762,2.16829,16.18791,0.74791,18.04842,14.37446,2.19028,2.21536,6.85306,-4.29540,-1.99293,0.00095,-1.99149,-1.99440,0.05973,0.00029,0.06056,0.05932,-1.87126,0.00564,-1.86192,-1.88157,-2.13333,0.00223,-2.13070,-2.13748,2.11377,0.42999,4.49602,1.00000,0.40048,0.10424,1.00000,0.10468,8.29796,1.68589,14.14950,4.43186
44,26.04441475868225,92160,-2743.06467,981.16616,nan,2.58147,3.82903,19.63374,5000.00000,2.23309,0.31821,2.90759,0.53649,2.11096,0.64711,5.66047,1.35357,6.63688,0.72414,7.97887,4.86079,-3.89649,4.58361,0.04017,-28.08731,3.18530,5.02726,30.91172,0.75026,32.57154,18.95141,125.58247,8.89327,0.02076,0.03551,0.13607,-0.05708,10.76876,0.37679,11.77618,9.86806,2.95637,0.28383,3.65688,2.17405,16.17648,0.55914,17.45444,13.97467,2.58312,1.98848,6.18136,-3.75201,-1.98997,0.00108,-1.98813,-1.99172,0.06104,0.00021,0.06138,0.06058,-1.85856,0.00187,-1.85561,-1.86181,-2.12711,0.00257,-2.12269,-2.13205,2.26581,0.52489,4.26363,1.00000,0.39337,0.10757,1.00000,0.08990,8.52953,1.83621,14.10564,3.55325
45,25.37110161781311,94208,-3444.88422,1025.38830,nan,2.55919,3.65741,19.15434,5000.00000,2.19510,0.22242,2.87471,1.52081,1.70717,0.15015,2.16116,1.32388,6.49469,0.83996,8.34562,4.66437,-1.99134,0.79526,-0.13780,-3.50331,1.97360,1.12879,8.44368,0.73844,30.31261,14.98903,112.03156,8.89413,0.01980,0.03617,0.16456,-0.05430,10.86494,0.36698,11.94137,9.83483,2.92998,0.33253,3.99974,1.89225,16.42353,0.79826,18.25497,14.48748,2.39527,2.24263,7.69029,-3.58949,-1.98747,0.00021,-1.98712,-1.98810,0.06127,0.00019,0.06173,0.06095,-1.85581,0.00095,-1.85388,-1.85761,-2.12416,0.00116,-2.12220,-2.12575,2.31109,0.50469,4.30803,1.00000,0.37237,0.10619,1.00000,0.11616,8.54513,1.73053,15.90183,5.10994
46,25.348774433135986,96256,-4327.79679,978.94716,nan,2.57048,3.79096,18.98711,5000.00000,0.98190,0.26592,1.63440,0.19201,1.99813,0.15361,2.43867,1.65159,5.25549,0.56089,6.55454,3.43619,-4.22954,0.97402,-1.74962,-5.94994,1.74702,0.68000,5.45829,0.73175,28.26967,13.06639,90.39225,10.18173,0.02405,0.03730,0.13444,-0.05184,10.81027,0.36800,11.64757,9.75799,2.91793,0.29731,3.84000,1.99812,16.10411,0.61189,17.87192,14.50446,2.24940,2.28860,6.78819,-4.05596,-1.98763,0.00015,-1.98743,-1.98800,0.06201,0.00037,0.06248,0.06134,-1.85130,0.00380,-1.84678,-1.85771,-2.12811,0.00168,-2.12552,-2.13112,2.23825,0.47740,3.97696,1.00000,0.36037,0.11231,1.00000,0.10795,9.05872,1.87484,16.15562,4.37339
47,25.933254957199097,98304,-4855.01355,988.41960,nan,2.88771,3.94616,19.09923,5000.00000,0.48677,0.34562,1.39221,-0.55243,3.59977,0.41319,4.82238,2.36498,6.08740,1.24272,9.24791,4.08667,-11.60817,2.25475,-4.79809,-17.06841,3.78379,2.45137,18.50065,1.20626,58.49048,35.43833,352.39627,16.49093,0.02625,0.04033,0.16483,-0.05415,10.82356,0.37952,11.76090,9.80845,2.99507,0.31126,4.18778,2.22649,16.09938,0.53490,17.53291,14.61769,2.18515,1.88959,7.07045,-2.92802,-1.98676,0.00080,-1.98566,-1.98804,0.06195,0.00039,0.06256,0.06110,-1.84221,0.00241,-1.83881,-1.84699,-2.13188,0.00074,-2.13022,-2.13316,2.40161,0.59787,6.30116,1.00000,0.35238,0.10508,1.00000,0.12819,8.52046,2.77200,24.28129,3.33178
48,26.289018392562866,100352,-4969.45258,622.55655,nan,2.66669,4.10301,19.51913,5000.00000,0.21561,0.59270,1.62268,-2.03131,4.36895,1.06893,10.08379,2.93619,11.70417,3.32966,19.92483,5.19252,-11.10891,9.45286,-4.55701,-62.31939,7.78829,14.09217,90.19462,1.88233,110.54381,58.39069,659.31604,33.72015,0.01467,0.03666,0.13604,-0.05967,10.78351,0.36101,11.88055,9.75114,2.92200,0.31616,3.95940,2.04226,16.18223,0.66799,17.91661,14.16273,2.21349,2.52728,6.81954,-3.97598,-1.98218,0.00189,-1.97983,-1.98580,0.06106,0.00017,0.06131,0.06070,-1.83749,0.00187,-1.83496,-1.84175,-2.13206,0.00046,-2.13099,-2.13308,2.31152,0.55739,4.77738,1.00000,0.41123,0.10395,1.00000,0.13554,8.33282,1.97650,14.60897,3.36799
49,25.950737237930298,102400,-5214.99102,268.22577,nan,2.90298,3.78599,19.26153,5000.00000,-2.93637,0.39314,-1.91395,-4.15637,4.57423,0.25542,5.22601,3.60790,6.93031,1.27079,8.85546,4.07627,-11.55088,1.07048,-8.14425,-13.32648,3.79548,3.71699,28.81632,1.08564,77.15883,58.37211,439.75766,21.32493,0.01645,0.03483,0.16254,-0.06694,10.67383,0.38620,11.79861,9.57852,2.93098,0.27586,3.82236,2.20239,16.24714,0.68481,17.80705,14.54998,2.32829,1.88500,6.22118,-2.18470,-1.97767,0.00107,-1.97624,-1.97983,0.06025,0.00069,0.06139,0.05896,-1.83849,0.00190,-1.83585,-1.84244,-2.13651,0.00158,-2.13264,-2.13897,2.17409,0.53116,4.90503,1.00000,0.38837,0.11757,1.00000,0.09780,8.99252,1.44835,12.85610,4.73843
50,27.56912088394165,104448,-5293.56561,-620.62391,nan,2.53790,4.00825,21.02279,4714.75000,-8.69329,0.63839,-6.08544,-10.26046,6.31162,0.28209,7.28813,5.51951,4.01312,0.81494,6.01932,2.02665,-19.50994,0.89968,-16.20411,-20.82329,11.25230,18.49706,130.26051,1.99999,137.03788,173.12411,1150.20764,29.18781,0.01955,0.03584,0.14939,-0.06481,10.71596,0.35356,11.79091,9.64275,2.83007,0.28817,3.68333,2.04741,15.99370,0.72052,17.92836,14.01816,2.55310,1.95753,6.07999,-4.64513,-1.97415,0.00100,-1.97267,-1.97629,0.06077,0.00102,0.06238,0.05894,-1.83202,0.00583,-1.82302,-1.84245,-2.13852,0.00061,-2.13720,-2.14001,2.20042,0.48611,4.14030,1.00000,0.41005,0.10530,1.00000,0.14062,9.04717,1.49949,13.80930,5.43859
51,26.249276161193848,106496,-4690.12537,-1786.05884,nan,2.74307,3.99251,19.51354,4856.25000,-16.08369,0.70483,-14.09797,-17.81225,9.63545,0.34949,10.75393,8.56039,0.82221,0.74820,3.17988,-0.94404,-33.10411,1.26089,-30.40246,-35.78081,29.73059,63.06403,383.64636,3.21268,269.25821,437.84850,2620.06836,43.78940,0.02418,0.03549,0.11719,-0.05113,10.69527,0.35103,11.55540,9.86072,2.88492,0.29624,3.81761,2.13493,16.07259,0.55860,17.18895,14.44531,2.34788,2.25768,6.36447,-5.15818,-1.97313,0.00050,-1.97245,-1.97427,0.06189,0.00027,0.06236,0.06149,-1.82261,0.00088,-1.82060,-1.82438,-2.13912,0.00109,-2.13722,-2.14131,2.14383,0.44436,4.57708,1.00000,0.40426,0.09985,1.00000,0.16655,9.11294,1.39656,13.82418,5.94533
52,26.983311414718628,108544,-4639.47398,918.09336,nan,2.64751,3.97827,20.35722,5000.00000,-0.36625,0.37204,0.62488,-1.61790,3.19566,0.33738,4.71805,2.35411,7.10398,1.69394,10.61973,4.07355,-7.68505,2.51337,-4.52117,-20.76521,3.69901,2.45033,17.42851,1.33050,65.59668,31.51996,216.47623,19.94499,0.01798,0.03519,0.16497,-0.06597,10.54143,0.35905,11.50101,9.45434,2.90694,0.29052,3.72919,2.01275,15.95434,0.69377,17.44038,14.18298,2.62974,1.93139,6.27470,-3.53014,-1.97515,0.00030,-1.97420,-1.97544,0.06276,0.00051,0.06355,0.06169,-1.82366,0.00098,-1.82157,-1.82531,-2.14347,0.00109,-2.14059,-2.14544,2.14301,0.57396,6.76207,1.00000,0.41332,0.11389,1.00000,0.06865,8.55874,1.56777,14.70131,4.73601
53,26.62278962135315,110592,-3878.75442,841.76558,nan,2.68245,4.19181,19.74837,5000.00000,-0.40415,0.30935,0.64459,-1.51390,2.61725,0.23561,3.28445,1.75311,4.74470,0.82858,7.07848,2.74261,-7.24667,0.90808,-4.16031,-9.04843,2.89188,1.20141,9.57980,1.44082,78.36733,33.74441,202.97346,23.42481,0.01744,0.03246,0.13898,-0.05507,10.64698,0.33617,11.37474,9.56648,2.90159,0.31231,3.70051,2.23266,15.93510,0.57787,17.39155,14.41191,2.33164,2.00283,6.59620,-3.22800,-1.97412,0.00071,-1.97322,-1.97565,0.06379,0.00030,0.06451,0.06341,-1.81301,0.00584,-1.80588,-1.82495,-2.13641,0.00406,-2.13127,-2.14395,2.17882,0.49733,4.70869,1.00000,0.41277,0.10318,1.00000,0.14967,8.37260,1.70090,14.09572,4.88699
54,27.011443853378296,112640,-3168.58675,626.75468,nan,2.64798,3.98465,20.37864,5000.00000,-1.32306,0.29630,-0.44394,-2.10035,3.12754,0.23789,3.76907,2.31128,5.59897,1.20577,8.25397,2.78234,-9.25009,1.10529,-6.06329,-11.07798,2.74224,1.68127,13.38841,1.00618,89.45347,44.97843,336.33411,25.24218,0.01991,0.03513,0.13704,-0.05187,10.61581,0.35632,11.61334,9.59614,2.90203,0.25226,3.55837,2.18307,15.97765,0.63140,17.38031,14.15261,2.42968,1.78426,6.12301,-3.20091,-1.97301,0.00063,-1.97211,-1.97396,0.06495,0.00036,0.06565,0.06429,-1.80136,0.00303,-1.79739,-1.80707,-2.13147,0.00071,-2.13041,-2.13279,2.23174,0.50760,5.70947,1.00000,0.40041,0.10200,1.00000,0.14687,8.52708,1.74394,13.88647,4.48215
55,27.797941207885742,114688,-2814.57148,389.02148,nan,2.66920,3.93059,21.19780,5000.00000,-3.16639,0.39617,-2.03179,-4.36005,3.18875,0.33667,4.18565,2.22670,2.69743,0.67805,4.36119,0.97859,-12.99236,2.19918,-7.63231,-16.94032,3.78029,2.46246,21.67536,1.39414,124.83752,65.07930,461.52588,28.58888,0.02045,0.03270,0.12809,-0.05003,10.62056,0.38196,11.84939,9.65455,2.90342,0.30104,3.82082,2.07611,15.98217,0.70740,17.61023,14.15384,2.17931,2.05377,7.20432,-3.47560,-1.97127,0.00049,-1.97036,-1.97222,0.06538,0.00026,0.06596,0.06487,-1.80236,0.00285,-1.79746,-1.80623,-2.13642,0.00133,-2.13212,-2.13791,2.12994,0.44441,4.02812,1.00000,0.40868,0.10770,1.00000,0.14686,8.42307,1.81658,13.03921,2.75719
56,25.510507345199585,116736,-2787.46047,922.64290,nan,2.51332,3.61368,19.38334,4882.25000,-0.26106,0.35433,0.59601,-1.91602,3.18838,0.67340,6.53154,2.14423,5.96692,2.20706,11.18620,3.07949,-11.65740,6.19180,-3.78729,-40.66157,3.43108,5.23782,37.06227,0.72443,44.56264,21.85431,150.03281,14.27186,0.01863,0.03855,0.18986,-0.04880,10.70671,0.32406,11.55991,9.79725,2.80650,0.28510,3.65312,2.10389,15.86852,0.65227,17.48853,14.22487,2.73718,1.92232,6.45083,-1.87052,-1.96793,0.00159,-1.96604,-1.97094,0.06511,0.00029,0.06608,0.06477,-1.80524,0.00086,-1.80316,-1.80674,-2.13759,0.00121,-2.13602,-2.14102,2.28097,0.56255,5.22819,1.00000,0.38018,0.11088,1.00000,0.14236,7.71621,2.11383,16.44948,2.89724
57,25.90591073036194,118784,-2549.13738,497.73978,nan,2.51051,3.95692,19.43821,4986.00000,-3.09571,0.34775,-2.18458,-4.16883,5.06574,0.37375,6.12665,4.12872,3.80054,0.61873,4.91004,2.25476,-16.81495,1.40221,-11.89121,-19.04973,3.91838,4.85685,39.81452,0.95846,52.63262,54.24118,429.47458,15.33767,0.02005,0.03881,0.20008,-0.05464,10.46726,0.36837,11.59486,9.27979,2.82677,0.32711,3.73002,2.01895,15.67699,0.64173,17.48583,13.88078,2.38447,2.04409,7.22889,-2.32863,-1.96435,0.00101,-1.96276,-1.96628,0.06511,0.00050,0.06611,0.06439,-1.80411,0.00073,-1.80290,-1.80672,-2.13570,0.00249,-2.13296,-2.14097,2.11922,0.43801,4.14470,1.00000,0.36933,0.11549,1.00000,0.08581,8.71880,2.15063,22.11535,3.79269
58,25.194634675979614,120832,-2716.07766,-374.07245,nan,2.53754,3.81324,18.84361,5000.00000,-8.66844,0.55940,-6.96756,-10.00665,8.40305,0.33413,9.22985,7.28203,2.03530,1.09875,4.78526,-0.00545,-26.58625,0.54398,-24.66573,-27.54279,13.70935,25.76275,146.21368,1.75137,90.24545,104.31448,609.71051,21.56872,0.01549,0.04046,0.18014,-0.05222,10.51847,0.34437,11.55153,9.40681,2.87921,0.32849,4.02895,1.70153,15.82618,0.59303,17.05377,14.00767,2.15853,2.85864,6.98385,-10.68396,-1.96299,0.00052,-1.96237,-1.96381,0.06541,0.00071,0.06657,0.06431,-1.80860,0.00101,-1.80650,-1.81039,-2.13514,0.00166,-2.13298,-2.13747,2.15449,0.43424,3.78597,1.00000,0.34249,0.11632,1.00000,0.07145,9.30644,2.03489,17.68494,5.23759
59,26.05698847770691,122880,-3715.06818,-1560.10083,nan,2.76126,3.87368,19.42186,5000.00000,-15.11362,0.72432,-13.11444,-17.08974,10.27706,0.37286,11.36274,9.23464,0.34287,0.91204,2.12622,-2.40261,-34.15209,1.74242,-28.64681,-36.94065,34.46091,66.45854,339.51056,2.86747,200.46296,208.30816,1143.30212,46.89732,0.01833,0.03747,0.12876,-0.06135,10.46357,0.36534,11.39526,9.13198,2.94400,0.31323,3.95806,1.78366,15.84352,0.56371,16.96869,14.28459,2.07928,2.16809,7.82366,-6.29103,-1.96240,0.00056,-1.96163,-1.96374,0.06896,0.00125,0.07061,0.06656,-1.80566,0.00184,-1.80298,-1.80957,-2.14398,0.00372,-2.13667,-2.14884,2.07324,0.39735,4.04273,1.00000,0.35790,0.12291,1.00000,0.09408,9.68353,1.56635,13.70925,5.60273
