po_returns_mean_flat,po_returns_median_flat,po_returns_std_flat,po_returns_max_flat,po_returns_min_flat,po_len_mean_flat,po_len_std_flat,noise_std_flat,learning_rate_flat,eval_returns_mean_flat,eval_returns_median_flat,eval_returns_std_flat,eval_len_mean_flat,eval_len_std_flat,eval_n_episodes_flat,theta_norm_flat,grad_norm_flat,update_ratio_flat,episodes_this_step_flat,episodes_so_far_flat,timesteps_this_step_flat,timesteps_so_far_flat,time_elapsed_this_step_flat,accept_theta_in_flat,eval_returns_mean_best_in_flat,eval_returns_mean_best_with_ckpt_in_flat,eval_returns_mean_theta_from_others_in_flat,eval_returns_mean_proposal_from_others_in_flat,time_elapsed_so_far,iteration
-5410.080747754277,-3350.3572295461818,4322.716155802176,-23.07806785259104,-11741.639335939251,1999.0,0.0,0.01998,0.009999000000000001,-65.31019465555764,-65.31019466316697,9.489216377986374e-09,1999.0,0.0,5,44.787347127423416,2211.517578125,0.1010447220925034,256,256,1023488,1023488,1263.5979161262512,self,,,,,1263.61630320549,0
119.09864045241844,202.64963248385516,356.2755034291059,359.2467935646419,-3268.989757116362,1999.0,0.0,0.0196823888363128,0.00998401199440182,292.72958261631726,292.72958261631726,0.0,1999.0,0.0,5,54.04603658340099,6813.90625,0.025311737371121367,256,4096,1023488,16375808,52.80356764793396,self,,,,,2086.1254756450653,15
322.4286081267205,401.8578364203512,460.7346816425594,620.1630392055408,-4193.927398503729,1999.0,0.0,0.01938921072591645,0.009969046455081452,602.6769422306213,602.6769422306213,0.0,1999.0,0.0,5,61.32530357427571,6554.3935546875,0.02033972359093386,256,7936,1023488,31728128,53.394672870635986,self,,,,,2897.525969982147,30
504.711564992196,596.8069280487812,418.9725849507295,806.872008809344,-2355.5338017895792,1999.0,0.0,0.019100399636471182,0.009954103348363056,813.5441497129057,813.5441497129057,0.0,1999.0,0.0,5,67.9743653988279,5801.134765625,0.01804537364215682,256,11776,1023488,47080448,53.36605143547058,self,,,,,3707.585199356079,45
598.4702433104845,711.3129948802117,488.3261667616678,898.7646690764781,-3263.7133364310275,1999.0,0.0,0.018815890519218892,0.009939182640621273,933.8645007215704,933.8645007215704,0.0,1999.0,0.0,5,74.4342465158021,4948.9580078125,0.016518312479628487,256,15616,1023488,62432768,53.82929182052612,self,,,,,4522.1181082725525,60
671.1298146321172,793.3079682378141,710.7834058218568,984.3398152577662,-11398.890379595176,1999.0,0.0,0.01853561929433222,0.009924284298281145,981.2619315374317,981.2619315374317,0.0,1999.0,0.0,5,81.26176210929616,5124.0234375,0.01651312378623504,256,19456,1023488,77785088,51.09169840812683,self,,,,,5330.811544418335,75
722.8359619560229,864.6035389434924,518.2344579927175,1051.601950272925,-2830.7499598005616,1999.0,0.0,0.018259522836481912,0.009909408287818047,1058.8520469203104,1058.8520469203104,0.0,1999.0,0.0,5,87.96550511575126,5903.4814453125,0.0157384803516993,256,23296,1023488,93137408,52.9972939491272,self,,,,,6120.8435389995575,90
726.7410315624855,888.3112081507313,906.1670542471661,1060.982368681069,-11270.988846462562,1999.0,0.0,0.017987538960619127,0.009894554575757594,1027.9893773039958,1027.9893773039958,0.0,1999.0,0.0,5,93.68276737377874,5932.8291015625,0.015240581978155776,256,27136,1023488,108489728,50.59951901435852,self,,,,,6905.037175416946,105
850.7649847160653,937.9102710754892,670.304239044973,1123.634098251462,-11361.97133722397,1999.0,0.0,0.017719606407969542,0.009879723128675591,1131.0015672060222,1131.0015672060222,0.0,1999.0,0.0,5,99.33165319629313,6053.06201171875,0.014889938946968913,256,30976,1023488,123842048,50.87043499946594,self,,,,,7684.905183553696,120
877.3230377542762,948.1763419072506,356.9992079957303,1102.1035700139687,-1834.7609889243186,1999.0,0.0,0.017455664832236064,0.009864913913197939,1157.6123905063712,1157.6123905063712,0.0,1999.0,0.0,5,105.70165317479605,6709.994140625,0.015230892162442842,256,34816,1023488,139194368,53.944310665130615,self,,,,,8479.310366392136,135
