EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/alpha_loss_Mean,Training/alpha_loss_Std,Training/alpha_loss_Max,Training/alpha_loss_Min,Training/alpha_Mean,Training/alpha_Std,Training/alpha_Max,Training/alpha_Min,Training/eta_Mean,Training/eta_Std,Training/eta_Max,Training/eta_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,KL/mean_Mean,KL/mean_Std,KL/mean_Max,KL/mean_Min,KL/std_Mean,KL/std_Std,KL/std_Max,KL/std_Min,KL/max_Mean,KL/max_Std,KL/max_Max,KL/max_Min,KL/min_Mean,KL/min_Std,KL/min_Max,KL/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
86,16.727490186691284,174000,8.88349,350.18175,nan,2.45897,2.36636,11.90192,3000.00000,0.44758,0.06586,0.60208,0.26204,0.80421,0.07199,1.02648,0.65909,2.84622,0.50931,3.78319,1.69881,-1.73799,0.40036,-0.96961,-2.45358,0.43769,0.14381,1.04411,0.21297,7.51445,2.98410,17.85780,3.37323,-0.21929,0.00536,-0.20369,-0.23330,-0.00000,0.00028,0.00115,-0.00053,0.10703,0.00407,0.11556,0.10245,3.01777,0.00390,3.02459,3.01135,14.07839,0.33700,14.88844,13.21374,2.80190,0.26446,3.72184,2.10587,19.13341,0.43826,20.05182,17.75373,6.38071,1.70181,9.90194,1.82962,0.01005,0.00247,0.01489,0.00000,0.00353,0.00100,0.00677,0.00000,0.02064,0.00614,0.03886,0.00000,0.00398,0.00125,0.00671,0.00000,0.23485,0.02088,0.28805,0.19216
87,16.530575275421143,176000,-2.19267,299.04486,nan,2.61340,2.38474,11.53226,3000.00000,0.19428,0.06464,0.38350,0.02077,0.82405,0.04937,0.98268,0.68290,2.24253,0.29332,2.90475,1.67699,-2.04399,0.47778,-1.32577,-2.96129,0.37151,0.09845,0.76688,0.23066,7.30081,2.66448,17.59832,2.47791,-0.21514,0.00524,-0.20035,-0.23170,-0.00002,0.00030,0.00116,-0.00052,0.10758,0.00481,0.11800,0.10182,3.02685,0.00102,3.02853,3.02468,13.88415,0.32665,14.97690,12.81323,2.84165,0.28581,3.57377,2.02187,19.19195,0.53844,20.10013,17.55571,5.85592,2.07961,10.36117,0.11314,0.01017,0.00267,0.01453,0.00000,0.00394,0.00115,0.00632,0.00000,0.02268,0.00717,0.04327,0.00000,0.00361,0.00121,0.00696,0.00000,0.23220,0.02229,0.30746,0.18358
88,16.805268049240112,178000,17.58100,271.94780,nan,2.44828,2.32054,12.03628,3000.00000,0.17799,0.09879,0.41843,-0.13489,1.25339,0.19669,1.87220,0.88669,3.74808,0.56271,4.93374,2.15545,-5.31528,2.95303,-1.70864,-10.42774,0.82891,0.43240,2.61480,0.34998,10.22697,4.78718,35.18082,3.98459,-0.21804,0.00563,-0.19922,-0.23175,0.00003,0.00028,0.00118,-0.00051,0.10928,0.00445,0.11819,0.10415,3.03272,0.00256,3.03708,3.02855,14.02130,0.34687,14.90331,12.86504,2.82426,0.29024,3.66333,2.16614,19.41634,0.59445,20.41680,17.49740,5.97025,1.93518,9.10871,0.89798,0.00981,0.00242,0.01464,0.00000,0.00410,0.00137,0.00841,0.00000,0.02593,0.01135,0.06441,0.00000,0.00357,0.00110,0.00594,0.00000,0.22916,0.02085,0.29936,0.18124
89,15.848208904266357,180000,17.04594,244.53311,nan,2.53104,2.24871,11.06825,3000.00000,0.22104,0.09571,0.49544,-0.01200,0.90260,0.12372,1.31595,0.72662,3.12888,1.68142,6.94354,1.32574,-2.23909,0.30195,-1.47341,-2.75620,0.48188,0.27265,1.66768,0.16133,5.72459,2.22488,12.40916,1.87619,-0.21866,0.00582,-0.20072,-0.23368,-0.00001,0.00026,0.00117,-0.00046,0.11168,0.00407,0.11962,0.10655,3.04951,0.00734,3.06097,3.03715,14.07987,0.36986,14.90907,12.95600,2.88253,0.37989,4.03658,2.09460,19.32577,0.66417,20.31718,17.82788,5.22089,2.61139,9.59887,-1.70092,0.01011,0.00230,0.01422,0.00000,0.00363,0.00090,0.00540,0.00000,0.02179,0.00581,0.03713,0.00000,0.00399,0.00107,0.00641,0.00000,0.24686,0.02508,0.32812,0.16486
90,16.078349828720093,182000,49.28328,85.06731,nan,2.47563,2.31674,11.28580,3000.00000,-0.54202,0.11933,-0.19627,-0.82032,1.33611,0.21818,2.15232,0.98409,5.95118,3.04285,11.24147,1.20346,-3.16890,0.17267,-2.65379,-3.46593,0.84747,0.49345,2.70420,0.26662,9.13757,3.74168,24.95281,3.32630,-0.21451,0.00614,-0.19489,-0.22828,-0.00004,0.00027,0.00120,-0.00053,0.11698,0.00517,0.12564,0.10916,3.09866,0.02171,3.13421,3.06104,13.84900,0.31946,14.55243,12.88497,2.90016,0.25632,3.62442,2.34837,18.85137,0.64433,20.01643,17.58523,5.68385,1.68197,8.97520,1.37061,0.01034,0.00233,0.01475,0.00000,0.00424,0.00120,0.00778,0.00000,0.02516,0.00881,0.05854,0.00000,0.00365,0.00113,0.00721,0.00000,0.25481,0.02540,0.35017,0.17243
91,16.458768844604492,184000,92.82091,-112.13052,nan,2.58499,2.39400,11.43307,3000.00000,-1.38045,0.07588,-1.11552,-1.57434,1.38350,0.04732,1.50320,1.26869,1.87534,0.56754,3.06874,0.83772,-3.91996,0.12368,-3.58547,-4.16810,0.62309,0.61129,3.79390,0.21019,9.12010,6.85373,45.35368,3.10046,-0.21534,0.00558,-0.20230,-0.22720,0.00011,0.00028,0.00126,-0.00039,0.10928,0.00616,0.12560,0.10296,3.13392,0.00197,3.13660,3.13029,13.82969,0.35453,14.60668,13.00716,2.90534,0.31080,3.85987,1.95061,19.19421,0.48866,20.15789,17.81303,5.45933,1.83040,9.71860,2.13659,0.00915,0.00235,0.01368,0.00000,0.00342,0.00105,0.00712,0.00000,0.01970,0.00625,0.04350,0.00000,0.00338,0.00108,0.00610,0.00000,0.22718,0.01920,0.27829,0.17984
92,16.757568836212158,186000,87.94447,141.20002,nan,2.55091,2.35661,11.84989,3000.00000,-1.31441,0.27649,-0.66012,-1.97952,2.51585,0.51124,3.97290,1.72731,3.79725,2.15918,7.44021,1.39433,-13.47942,4.60806,-5.65066,-21.86848,3.98451,2.68978,12.58951,0.63741,21.05958,11.46755,67.70018,7.81071,-0.21540,0.00526,-0.19845,-0.23166,-0.00009,0.00037,0.00110,-0.00133,0.10937,0.00792,0.12395,0.09908,3.12212,0.00502,3.13024,3.11318,13.84781,0.33484,14.90959,12.72389,2.85471,0.28469,3.73165,2.19123,19.42362,0.68219,20.49996,17.69309,5.82722,1.80562,9.55937,2.14942,0.01080,0.00340,0.02315,0.00000,0.00710,0.00570,0.02901,0.00000,0.04622,0.04259,0.20978,0.00000,0.00346,0.00127,0.00657,0.00000,0.23727,0.02023,0.28653,0.19582
93,15.981674909591675,188000,146.69207,148.91751,nan,2.61097,2.32228,11.04828,3000.00000,-0.55293,0.10137,-0.30914,-0.80550,1.49734,0.15534,1.90356,1.12523,5.63119,2.21072,9.30697,1.55345,-4.49961,1.27382,-3.19433,-7.61235,0.86821,0.46275,3.09497,0.30673,10.07213,5.16673,38.36841,3.66460,-0.21657,0.00592,-0.20080,-0.23182,0.00006,0.00023,0.00124,-0.00025,0.11611,0.00230,0.12396,0.11393,3.12864,0.00978,3.14568,3.11307,13.96385,0.36026,14.99898,13.03036,2.89175,0.29336,3.62757,2.15208,19.12841,0.71814,20.93524,17.34187,5.13194,2.31292,10.07073,0.05304,0.00954,0.00191,0.01221,0.00000,0.00339,0.00078,0.00509,0.00000,0.01950,0.00470,0.03246,0.00000,0.00358,0.00102,0.00595,0.00000,0.25106,0.02243,0.31288,0.19854
94,16.939183473587036,190000,134.32001,107.72233,nan,2.50518,2.49752,11.93626,3000.00000,-0.58207,0.08052,-0.36499,-0.76898,1.14039,0.07369,1.33862,0.89933,2.94946,1.13827,4.90726,1.23098,-3.53190,0.26609,-2.68312,-3.88078,0.53978,0.25231,1.75874,0.25688,8.83905,4.11078,31.34626,3.37717,-0.21500,0.00625,-0.20190,-0.23344,-0.00003,0.00029,0.00117,-0.00057,0.10964,0.00473,0.11952,0.10331,3.15074,0.00223,3.15450,3.14590,13.83239,0.39334,14.92516,12.83607,2.92934,0.33835,3.93495,2.23743,19.14067,0.63344,20.41906,17.71827,5.42350,2.23527,9.64910,1.26739,0.01025,0.00255,0.01487,0.00000,0.00404,0.00119,0.00729,0.00000,0.02326,0.00748,0.04505,0.00000,0.00378,0.00105,0.00595,0.00000,0.24679,0.02295,0.32670,0.19354
95,16.679253578186035,192000,147.39471,53.25059,nan,2.55737,2.41810,11.70361,3000.00000,-0.84851,0.05808,-0.69251,-0.99613,0.99755,0.06179,1.15804,0.83081,1.84887,0.31795,2.73427,1.09589,-3.08256,0.32928,-2.59784,-3.66544,0.43519,0.23472,1.71060,0.22191,7.85958,4.36124,27.69092,3.12195,-0.21608,0.00560,-0.19904,-0.22813,0.00003,0.00031,0.00120,-0.00049,0.10902,0.00514,0.11968,0.10280,3.15871,0.00239,3.16291,3.15454,13.89595,0.34194,14.61498,12.83454,2.87807,0.26832,3.56034,2.04323,19.11281,0.60686,20.19914,17.82249,5.59427,1.96755,10.31250,0.58711,0.00983,0.00274,0.01444,0.00000,0.00351,0.00106,0.00625,0.00000,0.02046,0.00650,0.03744,0.00000,0.00372,0.00138,0.00684,0.00000,0.23633,0.02087,0.30037,0.18185
96,16.706089735031128,194000,101.72986,246.26474,nan,2.57871,2.45385,11.67338,2972.75000,-0.35232,0.16862,-0.00747,-0.79885,1.77900,0.33877,2.61832,1.13479,4.03000,1.63888,7.31956,1.63592,-9.81459,3.43395,-3.28135,-14.66940,1.90187,1.17378,5.28770,0.45489,11.15001,4.55103,29.37644,5.12354,-0.21731,0.00569,-0.20551,-0.23270,-0.00004,0.00034,0.00118,-0.00091,0.11438,0.00474,0.12391,0.10863,3.15797,0.00339,3.16301,3.15181,13.96766,0.35326,14.85188,13.15498,2.81878,0.25540,3.46589,2.01215,19.09530,0.49530,20.21817,17.72987,6.19573,1.46376,10.47930,3.21633,0.01033,0.00293,0.01820,0.00000,0.00645,0.00496,0.02262,0.00000,0.04061,0.03490,0.18473,0.00000,0.00340,0.00103,0.00601,0.00000,0.24730,0.02134,0.30259,0.20127
97,15.809574604034424,196000,80.35677,270.33842,nan,2.55098,2.03502,11.22342,3000.00000,0.12803,0.08826,0.31614,-0.15250,1.20739,0.11677,1.56680,0.96342,3.62973,0.98211,5.58116,2.14769,-3.68726,1.41322,-2.02952,-6.49083,0.77637,0.28576,1.98547,0.39659,8.12123,2.85661,17.73024,3.09886,-0.21762,0.00530,-0.19560,-0.22795,0.00007,0.00027,0.00124,-0.00042,0.11411,0.00307,0.12394,0.11136,3.14993,0.00086,3.15174,3.14844,14.00432,0.30891,14.64497,12.80565,2.80188,0.25612,3.37767,2.12771,19.35608,0.73053,20.94951,17.38336,6.24653,1.38620,9.88982,3.56984,0.00947,0.00222,0.01378,0.00000,0.00339,0.00082,0.00524,0.00000,0.01915,0.00486,0.03201,0.00000,0.00357,0.00118,0.00598,0.00000,0.25768,0.02658,0.33301,0.20329
98,15.977722406387329,198000,27.76721,286.77265,nan,2.35038,2.37744,11.24976,2980.25000,0.26215,0.09374,0.48333,0.06948,1.05144,0.08139,1.24721,0.85252,2.88257,0.44857,3.80380,2.01043,-2.94785,0.60540,-1.64418,-3.96472,0.61556,0.17799,1.28923,0.35076,9.53210,3.61220,22.41309,3.48289,-0.21910,0.00534,-0.20216,-0.23062,-0.00008,0.00029,0.00116,-0.00051,0.11306,0.00662,0.12744,0.10495,3.14652,0.00111,3.14843,3.14455,14.12000,0.33570,14.83508,13.17779,2.77804,0.28676,3.49377,2.11838,19.13790,0.48492,20.17849,16.97711,6.31126,2.21483,9.46089,-0.20476,0.01068,0.00255,0.01434,0.00000,0.00380,0.00100,0.00640,0.00000,0.02199,0.00638,0.04011,0.00000,0.00404,0.00129,0.00698,0.00000,0.27022,0.02551,0.35221,0.19906
99,16.118585348129272,200000,22.32146,172.71162,nan,2.61705,2.35589,11.14543,3000.00000,-0.35375,0.08355,-0.15601,-0.53455,1.03448,0.06351,1.21498,0.84852,2.45193,0.38398,3.11295,1.49837,-3.18708,0.50927,-2.15197,-4.24520,0.40446,0.16954,1.18973,0.22493,8.33113,3.73775,28.44153,3.03374,-0.21786,0.00530,-0.20563,-0.23842,0.00002,0.00026,0.00127,-0.00055,0.12174,0.00188,0.12748,0.11982,3.14670,0.00138,3.14906,3.14452,14.00630,0.32096,15.31537,13.32329,2.88758,0.26388,3.75390,2.24846,19.42057,0.68614,20.64591,17.52631,6.11888,1.65457,9.52791,2.16453,0.00989,0.00207,0.01461,0.00000,0.00363,0.00102,0.00713,0.00000,0.02069,0.00549,0.03375,0.00000,0.00362,0.00102,0.00577,0.00000,0.27951,0.03382,0.41027,0.20431
100,16.70161724090576,202000,1.99678,286.96234,nan,2.49857,2.42571,11.77718,2932.50000,0.40138,0.14344,0.82250,-0.07555,1.60729,0.37422,2.59164,0.94106,4.05278,0.74882,5.82457,2.96414,-6.83731,3.12216,-1.60273,-12.24229,1.75861,1.02275,5.73054,0.46876,12.03459,4.45771,34.82726,5.89609,-0.21604,0.00520,-0.20084,-0.22936,0.00009,0.00027,0.00126,-0.00052,0.11271,0.00464,0.12586,0.10858,3.14662,0.00158,3.14924,3.14398,13.91083,0.33042,14.70644,13.02243,2.95254,0.27437,3.54765,2.02904,19.47360,0.68806,20.72563,17.36972,5.61243,1.76104,8.88668,1.62862,0.00930,0.00229,0.01455,0.00000,0.00448,0.00221,0.01454,0.00000,0.02826,0.01605,0.10718,0.00000,0.00307,0.00098,0.00548,0.00000,0.23731,0.01975,0.30071,0.18464
101,16.46319031715393,204000,-35.83656,279.20779,nan,2.59334,2.45220,11.31164,2644.00000,0.63880,0.06359,0.84230,0.46300,0.97185,0.12261,1.41879,0.76923,3.76016,1.24276,6.62132,2.14119,-2.26101,0.84018,-0.97459,-4.70137,0.62777,0.23725,1.77024,0.29601,8.96980,4.18635,30.92731,3.70617,-0.21566,0.00572,-0.19817,-0.22849,0.00003,0.00025,0.00113,-0.00034,0.10441,0.00322,0.11346,0.10072,3.15090,0.00461,3.15926,3.14386,13.87522,0.35643,14.80743,12.75266,2.91960,0.27121,3.64144,2.16004,19.19008,0.52526,20.62759,17.84630,5.88685,1.71844,9.84716,2.19740,0.00976,0.00228,0.01328,0.00000,0.00353,0.00091,0.00557,0.00000,0.02008,0.00535,0.03716,0.00000,0.00363,0.00108,0.00632,0.00000,0.24555,0.02210,0.34644,0.18257
102,16.02625870704651,206000,-65.70375,214.41775,nan,2.48456,2.31628,11.22526,2996.50000,0.31766,0.08805,0.58196,0.08239,1.03916,0.09146,1.37024,0.84696,4.02343,1.18253,5.97029,1.98806,-1.95753,0.27984,-1.35633,-2.48127,0.45442,0.21432,1.23029,0.17571,7.45584,2.78300,16.70146,2.59818,-0.21758,0.00567,-0.20355,-0.23320,-0.00017,0.00029,0.00109,-0.00067,0.11683,0.01136,0.13511,0.10199,3.17311,0.00825,3.18712,3.15934,14.04020,0.35317,15.06566,13.24556,2.97660,0.25714,3.67321,2.25985,19.53996,0.60943,20.57225,17.93845,5.81852,1.95312,9.41885,1.39862,0.01144,0.00257,0.01568,0.00000,0.00414,0.00111,0.00811,0.00000,0.02372,0.00684,0.04403,0.00000,0.00434,0.00131,0.00711,0.00000,0.29072,0.02772,0.36708,0.22073
103,16.162819862365723,208000,-18.24287,24.69128,nan,2.54190,2.28912,11.33164,3000.00000,-0.75157,0.06427,-0.56902,-0.89330,1.07669,0.05491,1.20666,0.91941,1.75329,0.26576,2.18654,0.92628,-3.21796,0.25030,-2.68774,-3.67080,0.36290,0.21695,1.88185,0.18543,7.32910,4.91727,36.00111,2.38986,-0.21964,0.00552,-0.20335,-0.23561,0.00014,0.00032,0.00135,-0.00039,0.11719,0.00688,0.13521,0.11150,3.18310,0.00332,3.18777,3.17732,14.11602,0.34146,15.13544,13.16712,2.83392,0.31042,4.11736,2.20360,19.26966,0.61129,20.66597,17.44070,5.69995,2.83739,10.13267,-0.87660,0.00892,0.00250,0.01346,0.00000,0.00334,0.00109,0.00587,0.00000,0.01914,0.00638,0.03572,0.00000,0.00331,0.00110,0.00666,0.00000,0.25166,0.02297,0.32145,0.19503
104,16.109293937683105,210000,-76.03958,220.64394,nan,2.50717,2.39311,11.20880,3000.00000,-0.53184,0.24869,0.11268,-1.28027,3.05312,0.53262,4.89365,1.85097,3.76124,0.55059,4.54645,2.25593,-13.51384,4.70120,-7.52741,-22.48841,4.90871,3.40703,19.70331,0.70894,25.63224,15.01497,92.33807,7.37614,-0.21958,0.00570,-0.20027,-0.23270,-0.00003,0.00027,0.00117,-0.00045,0.11289,0.00469,0.12213,0.10730,3.15390,0.01437,3.17722,3.12899,14.12275,0.36844,14.98266,12.83298,2.92635,0.35745,4.16535,2.19745,19.42509,0.66659,20.71069,17.83351,5.64897,2.98366,9.40089,-4.34850,0.01030,0.00235,0.01408,0.00000,0.00448,0.00158,0.00942,0.00000,0.02815,0.01417,0.07794,0.00000,0.00370,0.00113,0.00579,0.00000,0.26306,0.02365,0.33566,0.20799
105,16.528050661087036,212000,-34.88226,199.69723,nan,2.61423,2.47149,11.44218,3000.00000,-0.11141,0.07902,0.12912,-0.32375,1.66226,0.11440,2.09247,1.40060,4.69785,1.53919,7.56409,2.38016,-4.13769,0.72521,-3.01021,-5.87889,0.77910,0.55885,3.59174,0.32727,12.83238,8.36088,53.30083,3.78364,-0.22026,0.00606,-0.20618,-0.23430,-0.00001,0.00025,0.00122,-0.00040,0.11757,0.00399,0.12486,0.11273,3.12685,0.00068,3.12870,3.12591,14.17913,0.37608,15.16395,13.16769,2.94297,0.31170,3.87036,2.17933,19.39291,0.49159,20.51235,18.07876,5.61375,2.39326,9.48386,-3.14722,0.01008,0.00211,0.01341,0.00000,0.00354,0.00086,0.00534,0.00000,0.02049,0.00517,0.03481,0.00000,0.00390,0.00108,0.00578,0.00000,0.28533,0.02818,0.36084,0.19935
106,16.135303020477295,214000,-25.04149,60.03305,nan,2.51795,2.37129,11.24590,3000.00000,-0.63939,0.11405,-0.24184,-0.92641,1.57894,0.19188,2.08226,1.23315,4.71737,2.26437,9.12809,1.93613,-3.96425,0.46040,-2.86313,-4.80451,0.96766,0.62636,3.71783,0.29601,13.10564,6.73586,51.44734,5.26327,-0.21878,0.00567,-0.20499,-0.23342,-0.00005,0.00027,0.00125,-0.00056,0.12184,0.00536,0.13257,0.11521,3.15621,0.01751,3.18650,3.12823,14.06094,0.35201,15.05201,12.99773,2.79930,0.26298,3.36002,2.22083,19.28644,0.60741,20.60598,17.46634,6.51172,1.81440,10.27614,1.47825,0.01042,0.00217,0.01485,0.00000,0.00382,0.00080,0.00637,0.00000,0.02168,0.00508,0.03882,0.00000,0.00381,0.00114,0.00651,0.00000,0.28671,0.02595,0.35216,0.22603
107,15.766601085662842,216000,-37.32309,-94.08482,nan,2.45613,2.23593,11.07440,2818.75000,-1.32391,0.07831,-1.06587,-1.56870,1.52205,0.07597,1.77578,1.33489,2.34377,0.27819,2.79980,1.49152,-4.61941,0.34011,-3.91818,-5.45068,0.53346,0.59163,3.81843,0.20700,10.51249,12.63471,72.79732,2.49008,-0.22142,0.00552,-0.20671,-0.23821,0.00007,0.00031,0.00133,-0.00041,0.12152,0.00467,0.13260,0.11500,3.19847,0.00599,3.20860,3.18683,14.24250,0.34407,15.36289,13.36921,2.84765,0.32175,3.73821,2.03613,19.38946,0.58308,20.43587,17.40085,5.54142,2.58792,9.65815,0.81284,0.00952,0.00245,0.01333,0.00000,0.00359,0.00106,0.00650,0.00000,0.02019,0.00618,0.03324,0.00000,0.00341,0.00118,0.00644,0.00000,0.27176,0.02353,0.34320,0.21439
108,16.569117784500122,218000,-70.41420,153.32121,nan,2.50855,2.38362,11.67674,3000.00000,-1.66451,0.27213,-1.13979,-2.75995,3.27201,0.95143,6.32758,1.98765,8.91455,4.43521,16.74423,1.77314,-15.75845,6.67495,-6.66496,-27.22949,6.58667,6.14374,36.83703,0.59882,25.42404,15.39484,94.67262,7.56301,-0.21961,0.00525,-0.20618,-0.23173,0.00001,0.00036,0.00126,-0.00102,0.11235,0.00528,0.12550,0.10600,3.20519,0.00302,3.20905,3.20014,14.15176,0.33782,14.89265,13.33479,2.86410,0.28830,3.93366,2.17543,19.32081,0.58203,20.39176,17.78021,5.78676,1.80005,9.70566,0.38892,0.00994,0.00301,0.01864,0.00000,0.00528,0.00373,0.01880,0.00000,0.03306,0.02549,0.12990,0.00000,0.00350,0.00136,0.00710,0.00000,0.25341,0.02246,0.31417,0.20341
109,16.041613817214966,220000,-10.72086,123.17881,nan,2.61961,2.34402,11.07779,3000.00000,-0.77340,0.12853,-0.42228,-1.07205,2.15082,0.13325,2.51650,1.77592,4.86960,1.20979,7.11500,1.85908,-6.91114,1.48717,-4.90286,-9.42896,0.90437,0.84809,5.43928,0.33308,12.68775,11.17807,69.61723,4.80091,-0.22146,0.00531,-0.20381,-0.23716,0.00004,0.00025,0.00122,-0.00040,0.11433,0.00272,0.12189,0.11103,3.19099,0.00546,3.20005,3.18144,14.24004,0.33080,15.18608,13.22787,2.81439,0.28264,3.58436,2.15906,19.55949,0.66651,20.99527,17.79010,6.64276,1.73548,10.15416,1.32926,0.00971,0.00210,0.01342,0.00000,0.00388,0.00099,0.00663,0.00000,0.02180,0.00620,0.05149,0.00000,0.00330,0.00108,0.00591,0.00000,0.26967,0.02915,0.36218,0.19381
110,16.151952743530273,222000,34.23488,21.26938,nan,2.53940,2.32036,11.29204,3000.00000,-1.01205,0.08357,-0.68297,-1.19250,1.55805,0.10186,1.87309,1.27593,3.10550,0.88787,5.07096,1.46112,-5.13118,0.82884,-3.78114,-6.83464,0.58693,0.52550,3.49918,0.21048,10.07313,9.00885,56.91782,3.20787,-0.22247,0.00506,-0.21094,-0.23467,0.00000,0.00030,0.00117,-0.00053,0.10871,0.00476,0.11753,0.10235,3.17507,0.00346,3.18134,3.16945,14.32065,0.33101,15.11171,13.45548,2.86775,0.31176,3.90170,1.93591,19.72275,0.68566,21.02900,17.89082,6.31373,2.07317,11.49826,0.01281,0.01002,0.00264,0.01459,0.00000,0.00369,0.00108,0.00671,0.00000,0.02098,0.00638,0.03892,0.00000,0.00372,0.00133,0.00661,0.00000,0.26305,0.02400,0.33243,0.19957
111,16.652395009994507,224000,-7.87378,-107.02064,nan,2.63329,2.38252,11.63642,2767.75000,-1.47315,0.07838,-1.29895,-1.64801,1.14147,0.06909,1.29301,0.93450,1.70319,0.51385,2.89575,0.59056,-4.61978,0.88035,-3.19089,-5.67782,0.51119,0.54053,3.57470,0.21364,9.87092,9.33245,60.96379,3.25701,-0.22123,0.00597,-0.20933,-0.23645,0.00006,0.00024,0.00117,-0.00029,0.10693,0.00370,0.11711,0.10298,3.18143,0.00801,3.19529,3.16930,14.20946,0.36726,15.10489,13.49506,2.81744,0.26186,3.59008,2.24237,19.41001,0.63212,20.82365,17.87393,6.21104,2.06780,10.44140,0.94946,0.00947,0.00212,0.01278,0.00000,0.00389,0.00092,0.00590,0.00000,0.02096,0.00542,0.03619,0.00000,0.00321,0.00107,0.00649,0.00000,0.24827,0.02195,0.31446,0.19712
112,16.285245418548584,226000,17.16248,-853.01809,nan,2.76617,2.36771,11.15121,3000.00000,-7.18747,0.31015,-6.11039,-7.95018,13.08968,0.34894,13.80926,11.94671,6.91121,2.46563,11.19163,3.04947,-33.80156,1.06174,-33.05777,-37.87258,51.59998,51.03907,234.51007,11.84717,135.95434,215.44238,941.26337,19.00828,-0.22124,0.00485,-0.20951,-0.23322,-0.00004,0.00028,0.00109,-0.00052,0.10268,0.00588,0.11558,0.09563,3.16495,0.01965,3.19545,3.13112,14.22484,0.31218,15.00302,13.47120,2.86764,0.25127,3.53597,2.29055,19.69471,0.64014,21.06070,17.76948,6.18345,1.63165,9.99947,2.49622,0.01043,0.00266,0.01480,0.00000,0.00505,0.00226,0.01171,0.00000,0.03169,0.01644,0.09906,0.00000,0.00372,0.00114,0.00622,0.00000,0.24845,0.01860,0.30406,0.19128
113,16.307384490966797,228000,26.40059,-967.47361,nan,2.63778,2.48598,11.18343,3000.00000,-7.23888,0.19528,-6.68288,-7.76567,12.30339,0.33392,13.22029,11.67840,3.46389,0.76408,5.27073,1.83353,-40.55192,10.00361,-28.80283,-53.42016,136.44615,28.98526,201.39931,92.19514,93.30965,11.51979,125.68945,75.35616,-0.21895,0.00551,-0.20385,-0.23195,0.00006,0.00022,0.00116,-0.00034,0.10728,0.00299,0.11576,0.10393,3.09780,0.01892,3.13070,3.06560,14.07606,0.35240,14.91522,13.12636,2.98458,0.28977,3.64672,2.28728,19.55891,0.67313,21.16917,18.07835,5.45174,2.26009,9.40881,0.74077,0.00944,0.00199,0.01325,0.00000,0.00350,0.00083,0.00523,0.00000,0.01984,0.00510,0.03625,0.00000,0.00362,0.00102,0.00624,0.00000,0.25927,0.02808,0.34134,0.19398
114,17.076857089996338,230000,-21.01171,-1101.41446,nan,2.82437,2.34715,11.90513,2573.25000,-7.47376,0.21663,-6.83970,-7.97700,11.52964,0.16820,11.95940,11.01437,4.36338,2.60321,9.05575,1.12872,-31.50643,3.05400,-28.25303,-35.97607,145.19516,21.48496,188.46414,102.16682,97.56043,8.47389,126.40085,78.24403,-0.22187,0.00536,-0.20316,-0.23494,-0.00004,0.00026,0.00107,-0.00048,0.10299,0.00645,0.11485,0.09421,3.03460,0.01761,3.06520,3.00454,14.26829,0.34269,15.11677,13.07120,2.84964,0.27213,3.81240,2.09801,19.57327,0.81140,21.06301,18.02869,5.95041,2.10771,10.01189,-0.01846,0.01041,0.00252,0.01474,0.00000,0.00380,0.00100,0.00650,0.00000,0.02198,0.00603,0.03778,0.00000,0.00417,0.00126,0.00670,0.00000,0.24796,0.02212,0.31488,0.19685
115,16.061717748641968,232000,-11.26599,-1211.30492,nan,2.82851,2.17004,11.06302,3000.00000,-7.56121,0.22202,-6.89246,-7.98397,10.70822,0.20875,11.16039,10.02671,1.22125,0.45157,2.03577,0.20647,-29.80041,2.09191,-27.30932,-32.83708,136.46504,18.14176,177.65948,102.29842,94.57467,9.88798,135.65019,78.49375,-0.21981,0.00559,-0.20578,-0.23212,-0.00003,0.00027,0.00115,-0.00050,0.11094,0.00571,0.12118,0.10332,2.97465,0.01705,3.00417,2.94550,14.14572,0.35882,14.91553,13.19967,2.90032,0.27941,3.69542,2.18306,19.64311,0.76106,21.29071,17.88027,6.20692,1.72514,9.80227,1.89358,0.01032,0.00239,0.01448,0.00000,0.00384,0.00104,0.00690,0.00000,0.02219,0.00658,0.04132,0.00000,0.00384,0.00123,0.00704,0.00000,0.25525,0.02215,0.33196,0.19743
