EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/alpha_loss_Mean,Training/alpha_loss_Std,Training/alpha_loss_Max,Training/alpha_loss_Min,Training/alpha_Mean,Training/alpha_Std,Training/alpha_Max,Training/alpha_Min,Training/eta_Mean,Training/eta_Std,Training/eta_Max,Training/eta_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,KL/mean_Mean,KL/mean_Std,KL/mean_Max,KL/mean_Min,KL/std_Mean,KL/std_Std,KL/std_Max,KL/std_Min,KL/max_Mean,KL/max_Std,KL/max_Max,KL/max_Min,KL/min_Mean,KL/min_Std,KL/min_Max,KL/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
354,16.373610973358154,710000,-1944.32133,594.01670,nan,2.50466,2.28768,11.58112,3000.00000,0.30934,0.18106,0.75437,-0.18202,2.23036,0.36015,3.14102,1.59393,12.39186,5.51576,21.67080,3.39488,-5.73102,0.83889,-3.46993,-7.12783,2.58326,1.58038,8.15096,0.66274,29.14384,16.59136,106.51209,8.57711,-0.25168,0.00593,-0.23555,-0.26961,-0.00006,0.00027,0.00157,-0.00063,0.15800,0.00409,0.16457,0.15182,3.50101,0.02282,3.53761,3.45904,16.21279,0.36008,17.23462,15.28301,2.93232,0.26945,3.61978,2.16903,21.55117,0.69015,23.26978,19.89686,8.13876,2.05960,12.50742,2.54046,0.01040,0.00172,0.01411,0.00000,0.00401,0.00104,0.00853,0.00000,0.02469,0.00862,0.07100,0.00000,0.00420,0.00114,0.00735,0.00000,0.71718,0.08270,0.90347,0.45391
355,16.839112520217896,712000,-2410.28970,359.91012,nan,2.54871,2.41972,11.87053,3000.00000,-0.46489,0.17159,-0.06441,-0.87652,2.17444,0.17647,2.55119,1.55407,3.14427,0.38130,3.81304,2.27670,-8.54144,1.12347,-4.70037,-10.24945,0.97498,0.86108,6.10221,0.45737,24.00781,18.78487,130.39853,8.17017,-0.25293,0.00539,-0.23644,-0.27070,0.00008,0.00029,0.00165,-0.00071,0.15597,0.00311,0.16454,0.15259,3.53075,0.00620,3.53937,3.51959,16.27550,0.34679,17.39228,15.17496,2.86462,0.28783,3.57499,2.15147,21.55340,0.63173,22.66906,20.11393,8.12803,1.90203,11.33857,4.13545,0.00949,0.00178,0.01443,0.00000,0.00326,0.00076,0.00526,0.00000,0.01880,0.00440,0.03313,0.00000,0.00375,0.00109,0.00777,0.00000,0.66492,0.08432,0.92105,0.35642
356,16.68278169631958,714000,-2405.14369,437.88031,nan,2.55404,2.20816,11.92042,3000.00000,0.32827,0.20052,0.91257,-0.29691,3.16390,0.91227,5.10050,1.50499,10.35861,2.77977,14.36735,4.07473,-20.25873,10.33142,-2.85405,-36.54774,7.10948,4.76785,24.30740,1.13967,40.70697,18.25114,128.71500,15.94076,-0.25293,0.00628,-0.23971,-0.26727,-0.00011,0.00034,0.00154,-0.00126,0.15748,0.00668,0.16865,0.14898,3.52082,0.00179,3.52424,3.51841,16.24861,0.38579,17.11638,15.32913,2.79140,0.26326,3.42054,2.09753,21.59026,0.77133,22.98160,19.73888,8.46137,1.62638,11.88963,4.94281,0.01070,0.00218,0.01831,0.00000,0.00593,0.00311,0.02512,0.00000,0.03758,0.02030,0.12869,0.00000,0.00362,0.00108,0.00679,0.00000,0.64316,0.08834,0.91780,0.38789
357,17.545570611953735,716000,-2469.69048,414.15417,nan,2.50872,2.32963,12.70702,2199.25000,0.65735,0.13943,0.98871,0.30493,1.33104,0.24634,1.98981,0.95176,6.33146,1.97324,9.96782,2.52335,-1.92739,0.21010,-1.09264,-2.23512,1.27863,0.66127,4.76105,0.49311,23.53733,8.28989,63.25364,10.41387,-0.25473,0.00580,-0.24236,-0.27201,0.00001,0.00031,0.00169,-0.00068,0.16278,0.00233,0.16866,0.15966,3.54418,0.01264,3.56599,3.52431,16.41638,0.35190,17.42401,15.67176,2.84586,0.33135,4.08037,2.12373,21.62363,0.60285,22.89916,19.69796,8.26430,1.91071,12.00483,3.33516,0.00996,0.00187,0.01424,0.00000,0.00381,0.00101,0.00709,0.00000,0.02165,0.00530,0.03515,0.00000,0.00373,0.00109,0.00697,0.00000,0.67102,0.09272,0.96041,0.38689
358,16.631696224212646,718000,-2019.97520,295.58580,nan,2.39647,2.26267,11.97237,2846.75000,-0.16855,0.10792,0.13625,-0.45137,1.76917,0.29505,2.95956,1.30882,5.69031,3.16951,11.63110,2.17780,-6.24931,1.52335,-3.76772,-9.77758,1.47331,1.11209,7.33979,0.42408,21.69857,11.03073,72.76234,7.67278,-0.25399,0.00573,-0.24061,-0.26769,0.00004,0.00031,0.00167,-0.00049,0.16226,0.00197,0.16750,0.15977,3.56627,0.00120,3.56791,3.56389,16.33379,0.37063,17.27017,15.46306,2.78573,0.28859,3.52804,2.16474,21.55659,0.49679,22.48631,20.00962,8.48347,1.97456,11.66578,2.58566,0.00975,0.00188,0.01307,0.00000,0.00368,0.00097,0.00624,0.00000,0.02085,0.00521,0.03505,0.00000,0.00363,0.00100,0.00637,0.00000,0.63255,0.07955,0.90080,0.40247
359,16.294651985168457,720000,-1727.46071,289.51615,nan,2.59097,2.36716,11.33637,3000.00000,-0.56546,0.12733,-0.25117,-0.87727,2.46307,0.11524,2.75482,2.14117,5.36652,0.68905,6.38305,3.50660,-6.61570,0.53676,-5.21078,-7.58164,1.06429,0.99529,7.06203,0.44102,27.58082,20.67638,135.75357,6.32400,-0.25187,0.00535,-0.23809,-0.26407,-0.00001,0.00031,0.00164,-0.00070,0.15762,0.00365,0.16498,0.15223,3.55704,0.00424,3.56386,3.54966,16.22209,0.32391,17.01419,15.36094,2.85202,0.26936,3.56318,2.34779,21.63628,0.65862,22.97881,19.88369,8.43447,1.68313,11.47286,4.00347,0.01007,0.00196,0.01444,0.00000,0.00346,0.00091,0.00651,0.00000,0.02023,0.00513,0.03595,0.00000,0.00402,0.00107,0.00682,0.00000,0.68124,0.08537,0.94577,0.47562
360,17.57545566558838,722000,-1739.93245,422.68425,nan,2.50722,2.32625,12.74180,2470.50000,-0.27445,0.19219,0.27092,-0.79543,3.06699,1.09274,5.80604,1.40763,9.81708,3.51725,16.35384,2.97495,-16.70628,8.57064,-3.40785,-30.85151,8.18087,6.36579,28.22713,1.24514,41.36014,17.29395,100.73376,16.51582,-0.25290,0.00594,-0.23631,-0.26857,-0.00010,0.00046,0.00165,-0.00127,0.16411,0.00554,0.17760,0.15698,3.55393,0.00299,3.55895,3.54921,16.26028,0.36877,17.18661,15.36638,3.03592,0.29100,3.88906,2.17619,21.73367,0.79375,23.04727,19.74444,7.80982,1.84863,11.38778,3.75553,0.01062,0.00279,0.01728,0.00000,0.00671,0.00512,0.02884,0.00000,0.04134,0.03552,0.20232,0.00000,0.00311,0.00108,0.00732,0.00000,0.64311,0.07913,0.88073,0.40150
361,18.338404178619385,724000,-2377.47073,335.72585,nan,2.51029,2.17084,13.65711,2572.25000,-0.23020,0.13370,0.27510,-0.47496,1.73190,0.17640,2.25172,1.29994,4.45335,0.76910,6.56524,3.07223,-5.39318,0.78056,-3.19484,-6.42389,1.04697,0.55464,3.78588,0.42108,20.35955,7.59460,45.35879,9.29071,-0.25479,0.00541,-0.24028,-0.27155,0.00013,0.00029,0.00178,-0.00050,0.16744,0.00411,0.17766,0.16322,3.55677,0.00169,3.55930,3.55380,16.44428,0.33659,17.50398,15.48431,2.85819,0.30206,3.72694,2.15944,21.60944,0.47676,22.85868,20.05934,8.06107,2.22559,12.17917,3.15037,0.00924,0.00169,0.01292,0.00000,0.00351,0.00098,0.00841,0.00000,0.01978,0.00519,0.04110,0.00000,0.00345,0.00090,0.00616,0.00000,0.67272,0.07777,0.85250,0.38301
362,16.044971704483032,726000,-1814.47225,44.51692,nan,2.44163,2.21009,11.39304,2540.25000,-1.69722,0.23843,-0.82095,-2.31835,3.08911,0.27926,3.90119,2.55439,6.83054,3.46505,13.43004,1.62306,-9.20917,0.53630,-7.07050,-9.99914,3.21471,2.47984,16.87455,0.67406,30.40348,15.58085,132.31114,12.09024,-0.25459,0.00530,-0.24305,-0.26907,0.00005,0.00029,0.00163,-0.00044,0.15515,0.00209,0.16306,0.15283,3.54460,0.00568,3.55377,3.53449,16.37353,0.34542,17.32553,15.59004,2.86612,0.30843,3.65624,2.17818,21.42596,0.56144,22.58788,20.28247,7.96665,1.83098,11.84691,4.64188,0.00968,0.00179,0.01282,0.00000,0.00358,0.00086,0.00651,0.00000,0.02058,0.00458,0.03393,0.00000,0.00371,0.00110,0.00641,0.00000,0.63028,0.06733,0.78774,0.37196
363,16.741762399673462,728000,-1863.31717,-422.10440,nan,2.57641,1.63724,12.52795,2099.25000,-4.06495,0.16980,-3.65301,-4.60463,3.55890,0.09541,3.81448,3.34181,0.91948,0.19795,1.31263,0.42187,-11.62488,1.20611,-9.68799,-12.95917,3.53049,5.86837,29.80255,0.54649,24.12582,27.24158,143.89552,6.80446,-0.25380,0.00586,-0.22835,-0.26906,0.00001,0.00030,0.00156,-0.00054,0.14981,0.00259,0.15559,0.14577,3.51518,0.01159,3.53434,3.49508,16.33285,0.37133,17.31744,14.73679,2.98588,0.32716,3.84822,2.27414,21.80761,0.62362,22.97039,20.33286,7.49083,2.73188,12.10063,0.99316,0.00995,0.00196,0.01367,0.00000,0.00371,0.00111,0.00739,0.00000,0.02079,0.00528,0.04170,0.00000,0.00378,0.00097,0.00629,0.00000,0.56853,0.06998,0.75009,0.32077
364,16.566351652145386,730000,-1762.87497,516.66430,nan,2.51039,2.21797,11.83782,3000.00000,0.11764,0.45202,0.85678,-1.67133,3.56424,1.20243,7.09566,1.94581,7.44507,0.93655,9.21758,5.08080,-23.30405,13.70393,-3.35846,-48.00040,11.04136,9.58153,49.61015,1.68520,57.33870,23.53505,152.42102,22.03407,-0.25507,0.00610,-0.23906,-0.27797,-0.00010,0.00040,0.00154,-0.00134,0.15688,0.00730,0.16883,0.14935,3.48660,0.00425,3.49483,3.47956,16.43892,0.36909,17.86050,15.53398,2.89551,0.31352,3.91356,2.25974,21.85089,0.57395,22.92615,19.87707,8.29342,1.91977,12.11708,3.64739,0.01064,0.00253,0.01836,0.00000,0.00570,0.00319,0.01789,0.00000,0.03509,0.02254,0.12772,0.00000,0.00338,0.00109,0.00641,0.00000,0.65466,0.09069,0.95482,0.43053
365,18.309187412261963,732000,-2177.87400,452.91006,nan,2.54875,2.38999,13.37029,2521.25000,1.12909,0.15734,1.56327,0.71578,1.68211,0.13744,2.05277,1.32959,6.38973,1.05285,8.54397,4.38442,-2.83731,0.39252,-2.08653,-3.57168,1.29091,0.66932,5.35177,0.57169,25.25475,14.66708,112.31071,9.42550,-0.25388,0.00559,-0.23878,-0.27175,0.00000,0.00033,0.00169,-0.00084,0.16231,0.00261,0.16873,0.15910,3.48617,0.00467,3.49446,3.47936,16.34874,0.33221,17.38294,15.46943,2.97563,0.34165,3.89803,2.24565,21.51778,0.59645,22.88149,20.26917,7.59211,2.25758,11.27472,3.27204,0.00999,0.00200,0.01508,0.00000,0.00372,0.00097,0.00625,0.00000,0.02078,0.00513,0.03647,0.00000,0.00377,0.00109,0.00758,0.00000,0.67828,0.08347,0.96744,0.40391
366,16.94310164451599,734000,-1936.39919,372.96712,nan,2.53835,2.37482,12.02972,3000.00000,0.45947,0.08096,0.62860,0.25311,1.42034,0.17936,1.97784,1.01094,5.20208,2.03547,8.94045,2.81651,-4.19007,1.10407,-2.01406,-6.34008,0.94689,0.35620,2.50090,0.45878,22.02264,9.09551,68.56479,8.19598,-0.25568,0.00538,-0.24072,-0.26961,0.00007,0.00031,0.00167,-0.00058,0.15942,0.00245,0.16750,0.15760,3.49810,0.00179,3.50088,3.49454,16.46179,0.33977,17.32651,15.35947,2.94852,0.27129,3.61172,2.20073,21.66665,0.55375,22.73030,20.14247,8.06472,1.35581,11.38641,4.38757,0.00957,0.00192,0.01365,0.00000,0.00339,0.00091,0.00624,0.00000,0.01988,0.00532,0.04036,0.00000,0.00374,0.00106,0.00683,0.00000,0.67351,0.08004,0.87373,0.36052
367,20.07191801071167,736000,-2142.36710,154.70411,nan,2.51870,2.28442,15.26859,3000.00000,-0.92618,0.16131,-0.50496,-1.47127,1.93528,0.12594,2.33366,1.63171,2.58856,0.46933,3.38252,1.73454,-7.22976,0.69366,-5.78210,-8.33627,0.96285,0.71218,5.62086,0.42687,24.19583,13.35033,97.02028,9.63820,-0.25524,0.00523,-0.24259,-0.26731,-0.00001,0.00029,0.00159,-0.00057,0.15360,0.00282,0.15971,0.15019,3.48235,0.01189,3.50089,3.46163,16.43623,0.33033,17.18859,15.65433,2.93590,0.32272,3.80354,1.93831,21.69797,0.59326,22.88708,20.38397,8.05492,2.11270,11.62867,2.34166,0.01007,0.00185,0.01356,0.00000,0.00345,0.00076,0.00531,0.00000,0.02033,0.00438,0.03280,0.00000,0.00407,0.00107,0.00677,0.00000,0.66524,0.08897,0.94726,0.39732
368,16.359474658966064,738000,-1614.32344,444.38666,nan,2.55208,2.24934,11.55789,3000.00000,-0.32891,0.17757,0.04605,-0.86014,3.62780,1.71380,8.47860,1.18307,15.96316,8.31735,28.68074,2.18192,-27.06109,14.47183,-2.85809,-50.70281,12.52755,11.74285,64.65860,1.41504,48.36521,22.86081,165.97104,18.43124,-0.25244,0.00585,-0.23694,-0.26956,-0.00006,0.00037,0.00160,-0.00109,0.16181,0.00443,0.16886,0.15425,3.47245,0.00904,3.48831,3.46023,16.26813,0.36950,17.40614,15.23008,3.05389,0.27305,3.77491,2.33912,21.99327,0.81587,24.11062,20.29686,7.85429,1.76706,11.18018,3.04756,0.01036,0.00229,0.01703,0.00000,0.00574,0.00316,0.02261,0.00000,0.03516,0.02274,0.16889,0.00000,0.00329,0.00101,0.00642,0.00000,0.65363,0.08107,0.85745,0.41649
369,20.995193481445312,740000,-1600.33206,218.79379,nan,2.53750,2.37706,16.08047,2336.00000,-0.06528,0.25509,0.94166,-0.59245,2.65824,0.57398,4.22974,1.54879,14.85684,8.68204,29.23278,3.12461,-7.23154,0.60693,-5.26214,-8.28691,3.51773,2.42673,11.96789,0.78824,38.56861,18.27029,130.05453,15.53611,-0.25418,0.00595,-0.23968,-0.27135,-0.00013,0.00038,0.00169,-0.00121,0.17630,0.00703,0.18641,0.16574,3.53889,0.02706,3.57973,3.48860,16.34706,0.33091,17.12997,15.45094,2.88154,0.25444,3.56322,2.28425,21.51638,0.58053,23.01640,19.51666,8.64037,1.36012,11.57104,5.63373,0.01074,0.00220,0.01694,0.00000,0.00523,0.00206,0.01258,0.00000,0.03123,0.01230,0.07291,0.00000,0.00375,0.00102,0.00615,0.00000,0.77667,0.10268,1.12347,0.44942
370,16.157229900360107,742000,-1395.77565,-173.37854,nan,2.45970,2.12658,11.46551,3000.00000,-1.79127,0.20354,-1.22727,-2.32036,3.70866,0.21289,4.22813,3.17864,5.20054,2.20947,9.77710,2.03779,-12.15620,0.70860,-10.40798,-13.32499,2.88925,3.06465,19.96824,0.71850,27.92858,30.11750,183.35867,7.82760,-0.25372,0.00512,-0.23623,-0.26484,0.00019,0.00031,0.00186,-0.00043,0.16856,0.00773,0.18623,0.16076,3.57254,0.00628,3.58136,3.56130,16.32495,0.32847,17.01885,15.26207,2.82328,0.23184,3.53192,2.31184,21.66655,0.66482,23.15411,20.14370,8.94901,1.10534,11.72544,6.90710,0.00890,0.00175,0.01261,0.00000,0.00325,0.00084,0.00535,0.00000,0.01893,0.00539,0.03960,0.00000,0.00347,0.00097,0.00605,0.00000,0.66059,0.08361,0.88777,0.45228
371,16.4414324760437,744000,-1461.13844,-512.31815,nan,2.52173,2.36956,11.54994,3000.00000,-3.88386,0.15677,-3.35188,-4.23717,5.60657,0.15903,6.03895,5.20099,3.77416,0.57625,5.08955,2.22753,-15.75128,0.51105,-14.80540,-16.86869,7.58672,10.22782,48.64951,1.18504,30.58858,35.10595,195.90930,7.18089,-0.25277,0.00525,-0.23836,-0.26416,0.00001,0.00029,0.00162,-0.00079,0.15704,0.00250,0.16145,0.15309,3.54717,0.00827,3.56115,3.53280,16.28429,0.33720,17.01651,15.35244,2.86885,0.29598,3.77749,2.22055,21.72128,0.71064,23.02015,19.83240,8.17431,1.93145,11.84424,4.32597,0.00993,0.00182,0.01514,0.00000,0.00382,0.00103,0.00794,0.00000,0.02200,0.00592,0.04393,0.00000,0.00392,0.00099,0.00658,0.00000,0.65054,0.07256,0.85555,0.45451
372,17.027528285980225,746000,-1566.44984,604.49663,nan,2.56474,2.36846,12.09415,3000.00000,-0.17094,0.58646,1.29648,-1.70106,5.49891,2.32424,10.39436,1.61879,12.78794,4.54495,19.09184,3.93160,-35.53464,17.40873,-3.55882,-63.10400,29.38755,23.41450,99.44854,2.56799,143.78940,64.93335,348.72226,41.71566,-0.25359,0.00554,-0.23843,-0.26676,-0.00013,0.00053,0.00161,-0.00264,0.16754,0.00701,0.17699,0.15673,3.52540,0.00423,3.53262,3.51792,16.33927,0.35470,17.14038,15.40092,3.02537,0.25271,3.69201,2.34350,21.92232,0.71499,24.03968,20.47035,8.28294,1.40423,11.44588,5.32959,0.01078,0.00317,0.02552,0.00000,0.00832,0.00840,0.04125,0.00000,0.05006,0.05041,0.22309,0.00000,0.00332,0.00101,0.00605,0.00000,0.65732,0.08345,0.89559,0.41253
373,20.270659923553467,748000,-1338.47531,460.08589,nan,2.33700,2.33963,15.59386,3000.00000,1.36302,0.38487,2.53610,0.46640,4.35483,0.94247,6.44468,2.79265,28.49719,13.27204,44.41286,8.62554,-5.94485,0.84525,-3.98688,-7.23830,8.15649,6.34765,37.08602,1.42518,92.00666,68.85669,505.25388,21.58257,-0.25907,0.00609,-0.24289,-0.27331,-0.00005,0.00039,0.00177,-0.00124,0.17552,0.00242,0.18148,0.17107,3.56463,0.02767,3.61037,3.51799,16.63035,0.35822,17.49584,15.61571,2.83726,0.33418,3.82677,2.06427,21.84494,0.67258,23.16588,20.03326,8.12196,2.38424,12.51222,1.58766,0.01028,0.00224,0.01719,0.00000,0.00380,0.00121,0.00819,0.00000,0.02150,0.00663,0.04907,0.00000,0.00391,0.00108,0.00680,0.00000,0.79393,0.11337,1.06557,0.43981
374,16.51629328727722,750000,-1410.60641,206.13866,nan,2.53273,2.42326,11.56015,2610.75000,0.50476,0.16212,0.92835,0.13887,2.07227,0.25618,2.84131,1.59799,9.90373,3.65412,16.70800,3.71594,-4.44441,0.43945,-3.03159,-5.29498,1.64573,0.90044,4.85159,0.60600,42.12454,22.18408,152.89949,12.14474,-0.25755,0.00597,-0.23714,-0.27264,0.00013,0.00037,0.00181,-0.00084,0.17033,0.00400,0.18156,0.16725,3.62453,0.00647,3.63504,3.61085,16.53097,0.37400,17.32206,15.22021,2.80303,0.27694,3.47493,2.03780,21.91090,0.76866,23.61664,20.16949,8.49601,1.80050,12.76347,3.87724,0.00929,0.00212,0.01505,0.00000,0.00316,0.00086,0.00586,0.00000,0.01816,0.00453,0.03054,0.00000,0.00362,0.00105,0.00716,0.00000,0.73210,0.10155,1.06977,0.41204
375,17.016093254089355,752000,-1697.17366,-3.16850,nan,2.56062,2.38914,12.06611,3000.00000,-0.95220,0.08876,-0.75065,-1.21315,1.94172,0.11443,2.19759,1.67936,3.15827,0.71848,4.47179,1.97501,-6.98338,0.71110,-4.93639,-8.17375,1.23573,0.74919,5.26846,0.59339,29.15849,12.61493,71.06265,9.11257,-0.25621,0.00599,-0.24304,-0.27650,0.00005,0.00034,0.00168,-0.00079,0.15987,0.00261,0.16826,0.15725,3.62983,0.00418,3.63570,3.62233,16.51917,0.37887,17.82628,15.66466,2.81901,0.25741,3.49802,2.06054,21.79973,0.50168,23.16928,20.29506,9.35541,1.38406,12.00952,6.11965,0.00969,0.00209,0.01499,0.00000,0.00340,0.00093,0.00632,0.00000,0.01947,0.00486,0.03226,0.00000,0.00390,0.00114,0.00738,0.00000,0.64791,0.08162,0.92943,0.35432
376,16.268197774887085,754000,-1794.40934,364.50253,nan,2.62542,2.21907,11.42353,2298.00000,-1.70132,0.55687,-0.61740,-3.59928,4.91079,1.41625,9.44072,2.78741,11.57134,2.56491,14.79850,5.23754,-30.46014,14.06637,-10.32597,-54.76436,19.25149,14.44068,88.80690,2.85577,86.50984,39.85609,261.75848,31.89676,-0.25650,0.00543,-0.24290,-0.27399,-0.00009,0.00032,0.00162,-0.00086,0.16301,0.00485,0.17267,0.15778,3.61887,0.00179,3.62225,3.61569,16.52718,0.34366,17.70062,15.69438,2.93213,0.30230,3.68916,2.22517,21.87699,0.77785,23.81546,20.07738,7.94774,2.00578,12.15341,3.20761,0.01052,0.00194,0.01514,0.00000,0.00519,0.00176,0.01117,0.00000,0.03153,0.01167,0.08133,0.00000,0.00368,0.00102,0.00670,0.00000,0.65362,0.08444,0.82084,0.41068
377,18.874858617782593,756000,-1871.03764,499.39950,nan,2.53431,2.43619,13.90420,2687.00000,-0.01805,0.15443,0.45931,-0.53697,1.96003,0.12015,2.27014,1.64400,4.92982,0.66956,6.11420,3.43747,-4.35188,0.56337,-3.37027,-5.27455,1.04433,0.50690,4.47934,0.51341,25.69732,16.42753,148.12590,7.96952,-0.25539,0.00615,-0.23729,-0.27153,0.00011,0.00032,0.00173,-0.00049,0.16241,0.00491,0.17266,0.15611,3.61177,0.00232,3.61565,3.60774,16.42500,0.38145,17.40762,15.18274,2.88053,0.27896,3.61327,2.17493,21.76879,0.60508,23.09511,19.99468,8.46588,1.56555,12.31948,5.74244,0.00936,0.00192,0.01311,0.00000,0.00336,0.00095,0.00657,0.00000,0.01938,0.00516,0.04352,0.00000,0.00363,0.00108,0.00680,0.00000,0.66369,0.09797,1.00586,0.39731
378,16.87196969985962,758000,-2104.37268,455.87638,nan,2.54080,2.21964,12.11136,2605.75000,0.14031,0.17972,0.66769,-0.25417,1.66105,0.21860,2.34269,1.27542,6.31472,1.76217,8.94331,2.90833,-3.32547,0.37430,-2.45576,-4.08962,1.29607,0.62384,4.03795,0.44840,21.37243,8.16779,62.35139,7.90563,-0.25674,0.00542,-0.24114,-0.26839,0.00006,0.00027,0.00160,-0.00068,0.15252,0.00208,0.15955,0.15011,3.61203,0.00301,3.61736,3.60755,16.50117,0.35095,17.30914,15.48394,3.04569,0.31610,4.02177,2.12889,22.13255,0.62979,23.43020,20.71222,7.17242,2.40024,11.93816,1.39706,0.00964,0.00176,0.01453,0.00000,0.00349,0.00089,0.00758,0.00000,0.02021,0.00611,0.06073,0.00000,0.00368,0.00109,0.00619,0.00000,0.63252,0.08023,0.88371,0.35177
379,18.095191717147827,760000,-1666.63625,206.25121,nan,2.56570,2.41410,13.11525,1413.50000,-0.71337,0.15265,-0.26255,-1.16332,1.54621,0.08038,1.78036,1.30284,2.76807,0.29064,3.24953,1.81395,-4.74526,0.48269,-3.66475,-5.69651,0.60297,0.43741,3.47021,0.27362,18.81744,9.81781,82.84068,7.23341,-0.25482,0.00571,-0.24059,-0.27105,-0.00002,0.00028,0.00153,-0.00077,0.14934,0.00291,0.15528,0.14550,3.61187,0.00374,3.61744,3.60523,16.39098,0.36311,17.38446,15.49365,2.82445,0.24184,3.56301,2.22772,21.73783,0.62018,23.08396,20.37640,8.86864,1.84463,12.47246,3.88105,0.01015,0.00183,0.01524,0.00000,0.00354,0.00083,0.00624,0.00000,0.02028,0.00440,0.03192,0.00000,0.00407,0.00106,0.00670,0.00000,0.62330,0.08355,0.97851,0.33955
380,20.085386514663696,762000,-1607.55962,460.92419,nan,2.47146,2.26620,15.34751,1490.50000,0.24659,0.29042,0.85059,-0.70024,3.35087,1.06553,6.10754,1.72865,11.23162,3.74090,19.15020,3.93538,-18.46880,9.12501,-3.59857,-32.70249,7.94917,6.48280,31.27575,1.25863,44.19931,18.13494,119.35533,16.18362,-0.25437,0.00583,-0.24177,-0.27339,-0.00018,0.00033,0.00155,-0.00102,0.16392,0.00958,0.17959,0.15244,3.60127,0.00199,3.60514,3.59800,16.39842,0.37942,17.48810,15.46437,2.87223,0.27369,3.56993,2.06774,21.63235,0.64313,23.00556,20.23200,8.41946,1.73184,12.17222,4.63604,0.01108,0.00203,0.01593,0.00000,0.00620,0.00288,0.01666,0.00000,0.04010,0.02197,0.13939,0.00000,0.00379,0.00098,0.00631,0.00000,0.63112,0.08089,0.84967,0.35628
381,18.066089153289795,764000,-1811.89654,445.41062,nan,2.52433,2.34691,13.19468,2641.00000,0.93990,0.11494,1.33885,0.67127,1.85212,0.48973,3.50064,1.00184,12.15547,5.06506,20.24059,3.24907,-5.67496,2.50024,-1.00788,-9.01319,2.38728,1.38274,8.55368,0.76541,31.98233,13.22878,86.98069,11.72744,-0.25322,0.00648,-0.23548,-0.26968,0.00001,0.00033,0.00180,-0.00067,0.17658,0.00182,0.17957,0.17386,3.63569,0.02259,3.67195,3.59808,16.36770,0.40222,17.50621,15.06521,2.95412,0.27830,3.66248,2.27549,21.70228,0.64873,23.37170,19.98678,8.27247,1.79442,12.07472,4.51763,0.00993,0.00188,0.01383,0.00000,0.00394,0.00093,0.00714,0.00000,0.02213,0.00562,0.04609,0.00000,0.00350,0.00097,0.00620,0.00000,0.66174,0.07961,0.82507,0.45502
382,24.89376473426819,766000,-2631.03192,342.21977,nan,2.46581,2.40276,20.02503,2990.00000,0.44952,0.11984,0.87293,0.18938,1.67186,0.17735,2.32480,1.24457,7.31313,2.37182,10.85204,3.56194,-3.17850,0.77974,-1.69191,-4.60887,0.82097,0.48733,3.46392,0.35498,20.95291,13.87345,95.82583,7.39417,-0.25582,0.00583,-0.24216,-0.26885,0.00010,0.00029,0.00179,-0.00048,0.16785,0.00392,0.17889,0.16469,3.68513,0.00651,3.69614,3.67231,16.46012,0.35599,17.25868,15.52797,2.87783,0.30853,3.81319,2.21039,21.70082,0.60237,22.88639,20.41579,7.82257,2.96272,12.65128,-0.08566,0.00943,0.00165,0.01293,0.00000,0.00355,0.00079,0.00558,0.00000,0.01997,0.00430,0.03074,0.00000,0.00352,0.00092,0.00641,0.00000,0.65405,0.08040,0.91768,0.42362
383,17.83053207397461,768000,-2469.74769,188.23271,nan,2.52757,2.30555,12.99726,2691.25000,-0.35432,0.10501,-0.10358,-0.63252,1.45466,0.06687,1.67695,1.28902,3.00807,0.68357,4.54562,2.03912,-4.02539,0.56715,-2.42947,-5.00943,0.53091,0.27673,2.22702,0.28616,16.80088,7.20320,57.65751,5.99854,-0.25710,0.00581,-0.23804,-0.27172,0.00006,0.00031,0.00166,-0.00073,0.15765,0.00275,0.16572,0.15350,3.69090,0.00396,3.69658,3.68387,16.54874,0.36239,17.43231,15.34870,2.96379,0.36297,3.97352,2.18603,21.90663,0.52619,22.72681,20.22032,7.20554,2.82303,11.97636,-0.58747,0.00965,0.00196,0.01463,0.00000,0.00347,0.00095,0.00651,0.00000,0.01964,0.00497,0.04066,0.00000,0.00380,0.00106,0.00703,0.00000,0.68228,0.09416,0.98126,0.35125
