po_returns_mean_flat,po_returns_median_flat,po_returns_std_flat,po_returns_max_flat,po_returns_min_flat,po_len_mean_flat,po_len_std_flat,noise_std_flat,learning_rate_flat,eval_returns_mean_flat,eval_returns_median_flat,eval_returns_std_flat,eval_len_mean_flat,eval_len_std_flat,eval_n_episodes_flat,theta_norm_flat,grad_norm_flat,update_ratio_flat,episodes_this_step_flat,episodes_so_far_flat,timesteps_this_step_flat,timesteps_so_far_flat,time_elapsed_this_step_flat,accept_theta_in_flat,eval_returns_mean_best_in_flat,eval_returns_mean_best_with_ckpt_in_flat,eval_returns_mean_theta_from_others_in_flat,eval_returns_mean_proposal_from_others_in_flat,time_elapsed_so_far,iteration
-4639.5410937478155,-3709.2087481301437,3194.083254843891,-278.9326999563631,-11506.66591581223,1756.892578125,475.99517274460436,0.01998,0.009999000000000001,-1216.3198141574203,-1260.4765189883915,104.79376549132827,1999.0,0.0,5,44.72325318452813,3832.98046875,0.10104272006151525,256,256,899529,899529,1049.397931098938,self,,,,,1049.415354013443,0
172.52187464765117,695.9221083790023,1171.938784321799,1258.9868566130722,-4587.237807666162,1995.86328125,43.21829649272861,0.0196823888363128,0.00998401199440182,907.9475053845148,907.9475053845149,1.1368683772161603e-13,1999.0,0.0,5,52.56306182373973,6092.8896484375,0.02555889942140108,256,4096,1021882,16243104,94.18530654907227,self,,,,,2469.4222247600555,15
481.68283207857723,980.0207355144557,1318.1154686464895,1649.5533405663855,-6175.8878790485305,1994.326171875,44.83956925844581,0.01938921072591645,0.009969046455081452,1250.380914078607,1250.380914078607,0.0,1999.0,0.0,5,59.72027733471404,7136.564453125,0.020344755975070086,256,7936,1021095,31562676,94.46000456809998,self,,,,,3894.222088098526,30
266.33309007026946,1102.5528947425755,2191.302014293662,1810.2009605974347,-12172.317703065084,1985.30078125,92.47628158419676,0.019100399636471182,0.009954103348363056,1690.3881829026736,1690.3881829026736,0.0,1999.0,0.0,5,66.27769574074435,6394.41796875,0.018287938890511668,256,11776,1016474,46830251,93.77065896987915,self,,,,,5313.441561222076,45
714.6547970960787,1393.9684732829014,2118.894133861951,1874.2125091134662,-11602.516748729135,1987.712890625,96.40165401242754,0.018815890519218892,0.009939182640621273,1776.024332890412,1776.0243328904123,2.2737367544323206e-13,1999.0,0.0,5,72.93216233800058,6356.2666015625,0.018079760649487162,256,15616,1017709,62059303,96.63408064842224,self,,,,,6741.304385185242,60
799.5103506299356,1524.5708330567147,2442.3231161278413,1998.2614121442627,-14206.426216255943,1988.84765625,66.83158808813266,0.01853561929433222,0.009924284298281145,1857.5356413338457,1857.5356413338457,0.0,1999.0,0.0,5,79.41819976332188,7277.08203125,0.01751350676648913,256,19456,1018290,77315395,96.43497514724731,self,,,,,8172.1167912483215,75
1021.1712050037871,1630.1576715341316,2035.3207299929795,2003.3087159199188,-14076.970652888875,1984.712890625,105.50261766341055,0.018259522836481912,0.009909408287818047,1946.0360367485378,1946.0360367485375,2.2737367544323206e-13,1999.0,0.0,5,85.6152221685883,7311.91796875,0.017369880613828798,256,23296,1016173,92579744,96.99291324615479,self,,,,,9625.472390174866,90
1148.9446826533135,1640.6096388267679,1611.7752147529336,2115.2774613567153,-9710.43880853112,1992.2734375,71.43033262860808,0.017987538960619127,0.009894554575757594,2050.232025449334,2050.232025449334,0.0,1999.0,0.0,5,91.84031696243521,7760.732421875,0.016417815108591537,256,27136,1020044,107885003,98.38001918792725,self,,,,,11077.301881074905,105
1325.9594508898592,1737.3588266740667,1632.4471440024913,2082.639668407311,-9413.475536483871,1999.0,0.0,0.017719606407969542,0.009879723128675591,2100.841214606532,2100.841214606532,0.0,1999.0,0.0,5,99.3843704487906,8040.3125,0.016077257282545384,256,30976,1023488,123193458,97.98372387886047,self,,,,,12541.873416900635,120
1474.8284887503878,1765.588562496886,1334.7029995121977,2160.489308241786,-9340.514771057185,1996.857421875,48.43364080990889,0.017455664832236064,0.009864913913197939,2102.784924029762,2102.784924029762,0.0,1999.0,0.0,5,106.75577071242881,8206.962890625,0.015885928155069392,256,34816,1022391,138524125,95.91278767585754,self,,,,,13982.309282302856,135
