EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,new_actions/mean_Mean,new_actions/mean_Std,new_actions/mean_Max,new_actions/mean_Min,new_actions/std_Mean,new_actions/std_Std,new_actions/std_Max,new_actions/std_Min,new_actions/max_Mean,new_actions/max_Std,new_actions/max_Max,new_actions/max_Min,new_actions/min_Mean,new_actions/min_Std,new_actions/min_Max,new_actions/min_Min
113,28.046746492385864,372000,1538.14816,2764.84000,2112.00006,3.18589,10.52385,14.33684,3250.75000,0.10609,0.21181,2.10785,-0.08365,10.01253,59.68275,639.74213,1.64013,9.87356,61.11368,654.48859,1.45769,-76.07791,2.65970,-67.87854,-82.83096,-0.05783,0.02589,0.01163,-0.13874,0.94229,0.00367,0.95325,0.93124,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
114,33.17860698699951,375000,1508.25039,1808.20935,2112.00006,3.08970,10.56014,19.52861,4397.25000,0.11369,0.23848,2.13543,-0.07459,11.60852,66.74273,624.73547,1.69159,11.47018,68.05133,622.74756,1.39573,-77.00121,2.49739,-67.97452,-83.83286,-0.06063,0.03670,0.04869,-0.16650,0.94176,0.00389,0.95202,0.92979,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
115,29.015451908111572,378000,1575.90200,-337.09363,2112.00006,3.20292,10.55071,15.26166,2897.00000,0.10642,0.20980,2.12862,-0.07915,9.97222,60.68950,658.41046,1.71956,9.79388,61.63375,649.81415,1.38327,-77.79950,2.52508,-68.45966,-84.67719,-0.09429,0.02879,-0.02118,-0.19105,0.93988,0.00485,0.95369,0.92104,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
116,32.628796100616455,381000,1181.33252,493.54008,2112.00006,3.23956,10.17629,19.21276,3886.25000,0.10009,0.18199,2.15450,-0.12244,8.09654,50.41553,646.25818,1.57083,7.95967,52.00524,641.99774,1.50021,-78.10840,2.48902,-71.14002,-83.70670,-0.09519,0.02747,-0.02375,-0.20369,0.94066,0.00418,0.95094,0.92388,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
117,32.401795387268066,384000,1009.72232,1962.53984,2123.46599,3.07024,10.23834,19.09307,4401.25000,0.11434,0.22837,2.13849,-0.09797,11.41961,66.15925,638.81409,1.66524,11.22583,66.49036,636.72833,1.48703,-78.69702,2.35276,-71.38113,-85.19802,-0.09831,0.02732,0.00089,-0.16973,0.94241,0.00436,0.95565,0.93028,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
118,32.42614388465881,387000,732.06542,911.69767,2123.46599,3.15639,10.71725,18.55236,3918.50000,0.10723,0.19372,2.21262,-0.09531,8.53544,51.41966,582.07526,1.67536,8.27269,52.87935,579.15155,1.44284,-79.18478,2.48796,-69.22704,-87.21698,-0.08909,0.02832,-0.01099,-0.17885,0.94374,0.00425,0.95569,0.93287,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
119,29.00819420814514,390000,840.62236,832.02000,2123.46599,3.07660,10.64516,15.28624,3422.25000,0.11695,0.22657,2.13322,-0.09174,10.85305,62.24494,637.54431,1.71847,10.71711,63.96553,634.37067,1.50380,-79.71355,2.58866,-71.09441,-86.58145,-0.09006,0.02455,-0.03017,-0.15054,0.94276,0.00389,0.95393,0.93083,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
120,30.771398544311523,393000,687.54261,3036.41778,2215.88252,3.03548,8.24548,19.49029,4511.00000,0.11982,0.21873,2.13612,-0.09513,10.31360,60.78169,604.64288,1.70173,10.18304,62.38601,618.62366,1.62650,-80.37535,2.48047,-69.90103,-87.05908,-0.07953,0.02438,-0.00992,-0.14425,0.94238,0.00381,0.95345,0.92932,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
121,32.40836501121521,396000,635.51602,2086.14413,2219.93986,3.15914,10.29052,18.95857,4102.50000,0.11504,0.18487,2.17156,-0.06006,8.26591,50.86334,589.44141,1.64243,8.03798,51.53470,604.29767,1.50099,-81.01954,2.58504,-73.28538,-88.06949,-0.05342,0.02331,0.01525,-0.12275,0.94200,0.00382,0.95357,0.93218,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
122,33.22791242599487,399000,674.02473,2201.00770,2219.93986,3.02983,11.02391,19.17398,3853.50000,0.12719,0.21271,2.15795,-0.10041,10.16973,58.64674,609.11108,1.79860,9.97732,59.65328,598.95117,1.54420,-81.97906,2.63238,-71.34089,-89.31990,-0.06474,0.03119,-0.00081,-0.15576,0.93852,0.00435,0.95029,0.92190,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
123,26.526501893997192,402000,1128.84673,426.54590,2219.93986,3.11700,10.08783,13.32153,3035.25000,0.13912,0.26006,2.15203,-0.07784,13.33734,70.25953,624.63000,1.58614,13.21505,71.99651,619.52045,1.54680,-82.77247,2.56805,-73.19023,-89.90686,-0.04961,0.03061,0.03628,-0.12760,0.94039,0.00411,0.95223,0.92523,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
124,32.37793278694153,405000,1052.98640,-1417.60551,2212.51390,3.15098,10.35254,18.87428,3808.25000,0.11913,0.20339,2.15519,-0.10723,9.03231,51.66988,662.25964,1.72010,9.04427,54.88536,657.92804,1.58071,-82.94752,2.52130,-75.25908,-90.62482,-0.06524,0.02949,0.02541,-0.16628,0.93880,0.00402,0.94966,0.92587,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
125,33.23767113685608,408000,1140.06001,3173.88985,2220.44990,3.00370,10.82502,19.40880,4103.25000,0.13354,0.22814,2.13508,-0.04340,11.57555,65.16698,611.04102,1.55859,11.36490,65.69568,607.51013,1.55444,-83.74209,2.73460,-74.51695,-91.61311,-0.06335,0.02762,0.02005,-0.14247,0.93842,0.00389,0.95177,0.92798,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
126,30.93521785736084,411000,1264.09288,1839.71951,2220.44990,3.26234,10.46992,17.20281,3505.50000,0.12683,0.18135,2.12187,-0.05623,7.99394,47.69329,600.43591,1.66412,7.80303,49.88115,598.73206,1.63141,-84.29929,2.60672,-74.80339,-91.88759,-0.07026,0.03225,0.01833,-0.17720,0.93649,0.00447,0.95215,0.92419,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
127,33.68553185462952,414000,1375.91717,2515.08922,2240.38348,3.15173,11.23270,19.30091,3617.25000,0.14436,0.26202,4.07626,-0.06849,12.95983,74.02464,1133.93213,1.56772,12.67289,74.86790,1143.25146,1.37676,-84.66812,2.77412,-76.62042,-91.55720,-0.08087,0.04645,0.02211,-0.24135,0.93519,0.00503,0.95047,0.91328,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
128,32.7007532119751,417000,1381.67049,3167.23911,2213.41988,3.17098,10.54365,18.98598,3041.75000,0.14712,0.24461,2.20546,-0.07356,12.57874,67.41780,609.68256,1.90380,12.34555,68.34116,609.52411,1.46026,-85.19139,2.69645,-76.14615,-92.15379,-0.08779,0.03321,0.01150,-0.20141,0.93712,0.00495,0.95334,0.91833,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
129,23.76598286628723,420000,1285.38394,2562.12235,2213.41988,3.07169,10.34648,10.34768,2676.00000,0.15083,0.23697,2.13906,-0.08682,11.43756,62.03270,643.70929,2.00508,11.30707,64.25195,636.19348,1.74055,-85.90804,2.89319,-76.34509,-94.43341,-0.09516,0.03453,-0.01281,-0.21709,0.93715,0.00516,0.95267,0.91699,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
130,25.955140590667725,423000,1333.80052,1747.32858,2213.41988,3.07575,10.38578,12.49343,2962.50000,0.14439,0.19548,2.21148,-0.04980,8.51513,49.68498,614.12335,1.84490,8.27525,50.55796,607.91748,1.74943,-86.31891,2.76252,-78.14584,-93.65690,-0.11444,0.03169,-0.02012,-0.21512,0.93729,0.00458,0.95000,0.92239,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
131,25.3312029838562,426000,1291.38494,2207.26686,2218.10557,2.98571,9.80667,12.53868,2827.25000,0.15761,0.23549,2.19420,-0.04606,12.12588,67.90148,608.14380,1.93237,11.80548,67.93784,604.50446,1.78753,-86.51827,2.67957,-79.54054,-96.23729,-0.10813,0.03117,-0.02984,-0.22275,0.93922,0.00493,0.95240,0.92001,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
132,31.122012853622437,429000,1289.58413,3615.71703,2335.59210,3.07360,9.40801,18.64026,3863.00000,0.18597,0.32627,2.15249,-0.05628,19.68845,90.48214,621.97577,1.85261,19.53385,91.43396,632.95355,1.71291,-87.02376,2.80894,-78.93596,-93.94634,-0.11133,0.04605,-0.00209,-0.24551,0.94166,0.00779,0.95859,0.91603,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
133,32.05457520484924,432000,1092.01193,2343.09910,2335.59210,3.01068,10.47354,18.57018,4096.75000,0.17618,0.26810,2.19353,-0.05272,13.71590,68.67505,600.24243,1.83497,13.74577,72.03679,598.82422,1.77326,-87.97611,2.66156,-79.14665,-95.93990,-0.08737,0.03628,0.01183,-0.22313,0.94383,0.00555,0.95873,0.92257,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
134,31.27564573287964,435000,775.05923,2460.48530,2385.86705,3.05327,9.87145,18.35079,3928.75000,0.17815,0.26679,2.19803,-0.01467,14.26541,75.07326,602.78241,1.98897,13.88853,74.54422,597.06750,1.79993,-88.36892,2.96567,-78.15552,-96.02860,-0.05658,0.03651,0.02674,-0.16334,0.94475,0.00447,0.95731,0.93037,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
135,30.448455810546875,438000,984.36483,1478.64939,2398.08203,2.98977,10.66376,16.79478,3253.50000,0.18237,0.28136,2.23509,-0.03488,15.26475,77.56950,596.93384,1.98454,15.00704,78.34167,603.38831,1.66128,-88.23341,2.93731,-79.10701,-96.75353,-0.06058,0.03546,0.04104,-0.19228,0.94629,0.00462,0.95844,0.93173,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
136,29.08423089981079,441000,864.89227,1435.59164,2408.09519,3.08523,10.04315,15.95567,3746.25000,0.16774,0.21056,2.20295,-0.02181,10.26256,56.84041,573.33563,1.99604,10.10554,58.29050,574.12085,1.62850,-88.49287,2.83307,-79.44831,-95.50476,-0.06594,0.02542,-0.00173,-0.16278,0.94774,0.00364,0.95988,0.93519,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
137,32.091821908950806,444000,12.26352,-2828.81738,2408.09519,3.18364,9.96200,18.94603,3776.50000,0.16425,0.24528,2.16767,-0.06181,12.27509,68.11522,605.88696,1.92385,12.07466,68.98949,601.80615,1.57091,-88.20919,2.96250,-78.33470,-97.12915,-0.04725,0.02829,0.03664,-0.14505,0.94851,0.00384,0.96079,0.93573,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
138,32.60278248786926,447000,-17.44301,-2862.51010,2408.09519,3.17621,10.80925,18.61717,3847.25000,0.17506,0.30088,2.18945,-0.06164,17.46036,81.41824,587.09351,1.99142,17.30119,82.98971,591.80847,1.72060,-88.66957,3.07125,-79.04913,-96.78806,-0.07530,0.03255,-0.00302,-0.18739,0.94778,0.00455,0.95778,0.93197,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
139,32.47492337226868,450000,-286.09535,-1817.76136,2416.72396,3.18535,10.37374,18.91564,4016.25000,0.15527,0.25110,2.19278,-0.07539,12.43543,65.39930,606.05719,1.88485,12.74907,68.99878,595.56512,1.65616,-89.01117,2.98547,-76.96741,-97.05563,-0.06876,0.03011,0.01206,-0.16553,0.94617,0.00408,0.95632,0.93307,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
140,33.212462186813354,453000,-251.13694,-2190.29282,2324.07917,3.31541,10.52760,19.36928,4648.50000,0.14710,0.25213,2.19711,-0.10879,12.85476,67.31739,595.39514,1.94275,12.67079,68.77921,583.55353,1.64651,-88.78318,3.00241,-78.48015,-97.69818,-0.06516,0.02779,0.02705,-0.15395,0.94468,0.00447,0.95730,0.93232,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
141,32.74232316017151,456000,-633.91086,2228.73888,2324.07917,3.08522,10.49745,19.15951,4836.00000,0.15518,0.26183,2.21727,-0.09267,13.52521,69.12588,579.03912,2.03943,13.26003,69.39235,575.58167,1.43988,-89.01863,2.94477,-79.82193,-97.28305,-0.09531,0.03462,-0.01448,-0.20182,0.94246,0.00568,0.95505,0.92307,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
142,32.45574760437012,459000,-759.36955,1503.73206,2391.61016,3.08091,10.75734,18.61733,5000.00000,0.17709,0.34395,4.07403,-0.05827,19.92935,89.17438,987.96362,1.92518,20.11994,91.58192,945.96210,1.91138,-89.73383,2.96201,-80.39624,-97.00974,-0.10646,0.04002,0.00111,-0.21226,0.94240,0.00555,0.95674,0.92304,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
143,32.59273886680603,462000,-855.17010,-844.71761,2391.61016,3.01841,10.51206,19.06212,4754.75000,0.15293,0.26175,2.15983,-0.07813,13.99482,70.66585,593.93634,2.03418,13.79193,70.77032,588.49304,1.97700,-89.95581,2.90894,-80.35188,-97.13863,-0.07003,0.03254,0.01838,-0.16052,0.94527,0.00518,0.96076,0.92918,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
144,33.132657527923584,465000,-981.81242,1245.91841,2391.61016,3.21376,10.58711,19.33161,3979.50000,0.17326,0.32315,2.16202,-0.06823,19.88156,85.39330,586.33917,2.61701,19.91981,87.75684,595.08704,2.06223,-90.86912,3.15911,-79.66331,-98.79166,-0.09188,0.04507,0.01669,-0.20052,0.94620,0.00499,0.95903,0.93093,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
145,32.2121217250824,468000,-376.38976,1830.25327,2391.61016,3.10787,9.87868,19.22542,5000.00000,0.17489,0.31860,2.25634,-0.05541,18.86780,83.46814,677.39111,2.14295,18.54925,84.39811,674.05652,1.98213,-91.55788,3.07433,-80.66215,-98.53621,-0.08927,0.03853,-0.01457,-0.23527,0.94837,0.00483,0.95989,0.92852,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
146,32.707982540130615,471000,-223.28575,1926.40892,2391.61016,3.09451,10.79011,18.82319,4165.50000,0.17584,0.29874,2.21678,-0.06019,16.13660,75.20326,670.88977,2.12198,16.93243,80.05370,663.28296,1.76447,-91.47035,2.91843,-82.35698,-103.02245,-0.07245,0.02689,0.01944,-0.14173,0.94977,0.00374,0.95857,0.93735,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
147,27.779480695724487,474000,-188.32857,2651.08753,2361.20649,3.12605,10.30939,14.34386,3249.50000,0.16624,0.27516,2.17470,-0.07934,14.31674,68.38219,637.91217,2.00778,14.32565,71.10306,634.29565,2.00309,-91.99444,3.22027,-79.80844,-100.62186,-0.08244,0.03470,0.02470,-0.16369,0.94899,0.00408,0.95937,0.93354,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
148,33.25764870643616,477000,-202.73759,1890.72031,1864.81842,3.00625,10.52937,19.72187,4518.75000,0.17959,0.31232,2.22551,-0.02452,17.47222,75.66687,586.16174,2.41658,18.15542,80.73905,579.47382,2.21275,-93.78320,3.26344,-82.72464,-104.36343,-0.07319,0.03182,0.01966,-0.15062,0.95058,0.00370,0.96116,0.93772,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
149,31.809301614761353,480000,120.08805,2541.51228,1864.81842,3.09558,10.18271,18.53087,5000.00000,0.18208,0.30782,4.00004,-0.03890,16.93558,77.87247,1054.25037,2.41263,16.83939,80.56083,1095.90356,2.24001,-94.09272,3.20718,-83.85310,-103.80029,-0.07005,0.02835,0.02649,-0.15275,0.94995,0.00330,0.95765,0.93894,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
150,32.331095457077026,483000,47.45304,-103.23541,1897.11841,3.02266,10.40623,18.90201,4535.00000,0.17442,0.27551,2.24730,-0.10030,15.20853,70.00335,646.76343,2.47876,15.37389,73.80237,639.50647,2.05491,-93.95925,3.15712,-84.42618,-102.77987,-0.05624,0.03132,0.02584,-0.17297,0.95246,0.00338,0.96126,0.93772,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
151,32.64893102645874,486000,-43.86739,-2429.59534,2016.93944,3.05654,10.72958,18.86267,4096.00000,0.17046,0.28692,2.17499,-0.06078,15.89241,72.61097,642.32843,2.28610,15.98984,76.31689,635.35687,1.95757,-93.43605,3.11199,-82.78465,-104.16854,-0.05811,0.03385,0.05365,-0.13426,0.95208,0.00314,0.96130,0.94181,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
152,24.19511342048645,489000,315.69310,1920.77458,2016.93944,3.17256,10.71775,10.30466,2630.50000,0.17303,0.29109,2.14163,-0.12902,16.31411,75.19862,585.86481,2.20294,16.58484,78.97931,583.19666,2.13224,-92.87796,3.23384,-81.91704,-100.94778,-0.04601,0.04156,0.06677,-0.13852,0.95294,0.00323,0.96180,0.94249,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
153,32.62893104553223,492000,528.20789,2765.66866,2007.03789,3.10200,10.40135,19.12540,3416.25000,0.18236,0.30250,2.19787,-0.10072,16.30276,71.05708,640.87189,2.45415,17.25259,77.86925,638.92365,2.14239,-93.81918,3.06012,-84.62257,-101.75604,-0.07195,0.02885,0.01285,-0.15607,0.95000,0.00314,0.96002,0.94054,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
154,32.95164346694946,495000,399.98271,2629.35102,1860.60642,3.13285,10.58381,19.23483,4422.75000,0.18416,0.30833,2.21280,-0.06680,18.12024,77.70969,572.65314,2.84150,18.45919,81.25458,570.84570,2.47340,-94.80638,3.30756,-84.89511,-104.33385,-0.06771,0.02718,0.01100,-0.15314,0.94928,0.00315,0.95971,0.93956,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
155,32.17231106758118,498000,447.05976,3138.19368,1702.33299,3.22045,10.16713,18.78454,3342.25000,0.18722,0.28874,2.19784,-0.06215,16.56496,74.30364,579.82361,2.59704,16.68749,76.85088,582.05853,2.39471,-95.10813,3.29860,-81.38813,-104.32036,-0.07580,0.03299,0.00795,-0.17268,0.94543,0.00370,0.95566,0.93205,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
156,32.70899415016174,501000,733.53076,3298.99320,1606.92350,3.13067,10.48569,19.09248,3529.75000,0.18626,0.26613,2.21025,-0.02962,14.08897,65.80313,572.09607,2.23445,14.59612,71.95070,565.77643,2.13580,-94.90473,3.46531,-81.69522,-103.92735,-0.07021,0.03176,0.03331,-0.16813,0.94441,0.00366,0.95292,0.93434,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
157,32.45891261100769,504000,842.04345,1446.33626,1606.92350,3.05080,10.41352,18.99445,3408.25000,0.19658,0.30996,2.15193,-0.04876,17.52067,76.56400,568.38416,2.26090,18.72084,82.17197,570.18945,2.18617,-94.96836,3.22031,-84.00026,-103.03603,-0.07924,0.03548,-0.00015,-0.19140,0.94470,0.00464,0.95743,0.92496,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
158,32.124491691589355,507000,1113.62903,1998.59873,2080.28548,3.05232,10.91867,18.15331,5000.00000,0.20097,0.32375,4.18333,-0.13027,17.82330,83.61402,1091.89404,2.74612,18.33308,87.23332,1082.64709,2.04453,-95.19433,3.20108,-84.77334,-105.41628,-0.05033,0.03447,0.04763,-0.14178,0.94511,0.00366,0.95477,0.93227,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
159,33.18913435935974,510000,959.27636,3000.45674,2025.89504,2.93313,11.44460,18.81126,4146.25000,0.20862,0.31816,2.23480,-0.07940,19.72382,83.98646,610.25323,2.36989,19.44988,85.76275,574.08118,2.14141,-94.83030,3.27219,-84.30853,-103.69456,-0.05973,0.03332,0.03880,-0.16144,0.94413,0.00370,0.95648,0.93105,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
160,34.10906624794006,513000,1035.59354,2887.16924,2027.38547,3.17927,12.25304,18.67661,4530.25000,0.21166,0.32169,2.22849,-0.02714,17.92523,79.59993,656.78320,2.74175,19.06587,85.53116,658.66864,2.42452,-95.21078,3.32308,-83.90310,-105.38400,-0.05459,0.03487,0.04523,-0.14108,0.94115,0.00405,0.95242,0.93076,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
161,35.15811109542847,516000,902.40521,2241.26896,2027.38547,3.14196,12.80704,19.20894,5000.00000,0.19912,0.28918,4.08386,-0.04434,14.94671,76.19732,1093.12927,2.47586,14.79047,78.04980,1090.39685,2.07062,-95.57134,3.43774,-85.47491,-105.23030,-0.05519,0.03142,0.04196,-0.16931,0.93844,0.00434,0.95046,0.92173,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
162,34.85186052322388,519000,807.04186,1825.23301,2027.38547,3.14628,12.85484,18.85060,4071.00000,0.23811,0.39157,4.18223,-0.09820,24.34057,95.89962,962.64307,2.73045,24.60054,101.23765,989.05170,2.38004,-96.06816,3.38615,-84.31409,-106.91576,-0.06634,0.03649,0.03078,-0.17850,0.93844,0.00409,0.94924,0.92638,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
163,34.57329559326172,522000,613.25456,1126.67874,2027.38547,3.18740,12.66349,18.72222,5000.00000,0.21051,0.31178,4.07443,-0.05659,16.83951,79.67415,1075.84302,2.64227,16.80575,81.07560,1066.35193,2.38265,-95.58508,3.32144,-86.00748,-106.79971,-0.06404,0.03380,0.05896,-0.15354,0.93910,0.00407,0.94801,0.92469,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
164,34.376912117004395,525000,502.17854,1388.66163,2027.38547,3.16373,11.89281,19.32022,4615.75000,0.21657,0.31762,4.03825,-0.01198,17.39742,80.28463,975.88324,2.50428,17.85379,85.75327,1099.21973,2.25348,-95.37762,3.31211,-84.12868,-104.35405,-0.06662,0.03730,0.03985,-0.19375,0.93817,0.00437,0.94850,0.92547,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
165,34.87252974510193,528000,323.53193,1103.49913,2027.38547,3.14457,12.96622,18.76161,4478.00000,0.21458,0.30835,2.24449,-0.01738,17.37592,78.02607,629.29688,2.45187,18.12653,82.68645,612.71191,2.13394,-94.84295,3.34445,-84.04063,-104.73885,-0.07626,0.03353,0.00272,-0.16652,0.93744,0.00383,0.94862,0.92530,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
166,34.04101896286011,531000,260.85541,587.15078,2027.38547,3.18888,12.12602,18.72595,5000.00000,0.19453,0.22873,2.22653,-0.03731,10.53065,47.35482,552.52356,2.77550,11.18464,52.88746,563.97913,2.22773,-95.35947,3.23376,-84.45535,-105.84074,-0.08449,0.03206,-0.00354,-0.17346,0.93455,0.00459,0.94711,0.92221,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
167,34.97324752807617,534000,-141.32708,712.44289,2027.38547,3.10889,12.73872,19.12549,5000.00000,0.20800,0.28206,2.22630,-0.03527,16.99674,73.71060,606.38348,2.82990,16.88049,74.64059,603.22443,2.52510,-95.62970,3.14618,-84.04062,-106.36382,-0.09463,0.02901,-0.00892,-0.18923,0.93525,0.00433,0.94641,0.92316,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
168,34.125404834747314,537000,-121.36025,554.10792,2027.38547,3.14136,12.13276,18.85109,4366.25000,0.23406,0.36418,4.07659,-0.02982,21.17525,83.07396,622.75458,3.06974,22.16062,86.50704,763.54749,2.55644,-95.99578,3.35738,-86.72331,-104.56108,-0.07408,0.04385,0.04146,-0.19431,0.93646,0.00513,0.94924,0.92046,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
169,34.8290479183197,540000,-261.20241,762.47097,2027.38547,3.11761,12.68498,19.02630,4525.25000,0.22088,0.31414,2.24837,-0.05643,18.37947,73.23536,619.17560,3.32167,18.86740,78.09320,609.05359,2.67096,-96.50883,3.26968,-85.99340,-104.18063,-0.08747,0.03162,-0.00523,-0.18579,0.93295,0.00458,0.94405,0.91924,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
170,34.63931202888489,543000,-49.24044,1105.10736,2027.38547,3.23172,12.55791,18.84954,3855.00000,0.21173,0.28922,2.29044,-0.02814,17.34906,71.28905,566.59259,3.01609,18.05370,76.28244,587.58258,2.89192,-97.24402,3.48019,-87.22046,-107.68165,-0.10669,0.03008,-0.02244,-0.19456,0.92898,0.00499,0.94261,0.91239,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
171,34.58968663215637,546000,-105.23854,1854.13529,2027.38547,3.16336,12.04094,19.38521,5000.00000,0.22085,0.32891,4.06955,-0.02307,17.83247,77.63113,1082.93384,3.27758,18.52725,83.75529,1062.34253,2.68584,-98.41639,3.93746,-86.56844,-110.14993,-0.09519,0.03188,0.00924,-0.17565,0.92713,0.00473,0.94101,0.90989,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
172,34.27027702331543,549000,35.30027,2891.23898,2121.47946,3.16443,12.19232,18.91339,4121.00000,0.22986,0.33025,4.12517,-0.01524,20.02889,82.90917,976.62256,3.33022,20.04771,85.13852,1031.40112,3.03806,-97.99656,3.57306,-88.12134,-109.13327,-0.09675,0.03847,-0.00382,-0.20733,0.92407,0.00561,0.93660,0.90722,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
173,34.80776762962341,552000,37.22995,2137.86313,2121.47946,3.01710,12.51343,19.27703,3679.25000,0.23235,0.34901,4.13911,-0.02307,20.93935,87.38244,1103.57788,3.37323,21.30040,90.38525,1111.07910,2.89373,-97.82864,3.48571,-87.89447,-108.60481,-0.09425,0.04466,0.02058,-0.22375,0.92048,0.00804,0.93903,0.88941,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
