EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,new_actions/mean_Mean,new_actions/mean_Std,new_actions/mean_Max,new_actions/mean_Min,new_actions/std_Mean,new_actions/std_Std,new_actions/std_Max,new_actions/std_Min,new_actions/max_Mean,new_actions/max_Std,new_actions/max_Max,new_actions/max_Min,new_actions/min_Mean,new_actions/min_Std,new_actions/min_Max,new_actions/min_Min
52,31.606444120407104,189000,-219.36973,-901.68024,nan,3.08988,9.99855,18.51780,4109.25000,-0.10524,0.02102,-0.04434,-0.17310,0.26203,0.25939,4.67189,0.11060,0.25655,0.25806,4.58400,0.10695,-44.14447,0.80058,-42.15257,-45.93783,-0.12921,0.02378,-0.05590,-0.21039,0.88832,0.00842,0.90991,0.86311,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
53,32.119664430618286,192000,-209.38634,-1767.93139,nan,3.17503,10.31017,18.63429,5000.00000,-0.11398,0.02286,-0.04503,-0.18665,0.29213,0.51632,9.60626,0.11496,0.28108,0.51074,9.48783,0.11094,-43.41698,0.82087,-40.85602,-45.48114,-0.12182,0.02633,-0.03678,-0.20075,0.88738,0.00816,0.90977,0.86170,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
54,32.67184090614319,195000,-144.93359,438.14084,nan,3.09462,10.50669,19.07037,5000.00000,-0.11060,0.02321,-0.04773,-0.20673,0.29030,0.42093,8.82171,0.12909,0.27754,0.42158,8.84948,0.11480,-42.96845,0.83371,-40.01542,-45.47222,-0.12154,0.02290,-0.05544,-0.17618,0.88871,0.00867,0.91218,0.86173,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
55,32.056687355041504,198000,-325.63461,259.08727,nan,3.13631,10.54522,18.37495,5000.00000,-0.10720,0.02404,-0.04569,-0.18566,0.29704,0.22122,5.67736,0.13334,0.28326,0.22230,5.51211,0.12019,-42.73059,0.82883,-40.09726,-45.13628,-0.11543,0.02512,-0.03825,-0.18321,0.89111,0.00919,0.91390,0.86387,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
56,31.693466424942017,201000,-394.52938,140.70402,nan,3.01254,10.42285,18.25791,4822.75000,-0.10429,0.02421,-0.02274,-0.18926,0.31308,0.20301,6.00600,0.13893,0.30319,0.20071,5.88300,0.12328,-42.56217,0.88512,-39.61675,-45.16030,-0.11975,0.02422,-0.05125,-0.21917,0.89226,0.00914,0.91885,0.86556,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
57,32.42108488082886,204000,-402.17510,236.56952,nan,3.10236,10.24680,19.07176,4835.75000,-0.10043,0.02378,-0.02886,-0.17888,0.38668,0.83615,13.04742,0.13971,0.37103,0.83651,13.20154,0.13331,-42.32694,0.87233,-39.38548,-44.76975,-0.11353,0.02631,-0.03708,-0.19632,0.89376,0.00899,0.91988,0.86683,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
58,32.260682106018066,207000,-424.71275,856.96677,nan,3.05767,10.29052,18.91229,5000.00000,-0.09556,0.02584,-0.01301,-0.19134,0.34889,0.22329,6.35237,0.14621,0.34152,0.22605,6.38697,0.14854,-42.21771,0.89504,-39.72094,-45.19187,-0.11080,0.02051,-0.05081,-0.17189,0.89915,0.00924,0.92182,0.86889,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
59,31.808356285095215,210000,-378.30817,316.17722,nan,3.04399,9.85513,18.71861,3373.25000,-0.09306,0.02463,-0.00240,-0.16915,0.39991,0.60413,15.25944,0.17786,0.39559,0.61698,15.52320,0.15275,-41.98463,0.91464,-39.55089,-44.19415,-0.10757,0.02081,-0.04791,-0.16570,0.90601,0.00730,0.93186,0.87918,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
60,32.50896954536438,213000,-357.94397,513.29839,nan,3.04778,10.51849,18.94252,5000.00000,-0.08893,0.02548,-0.00049,-0.17987,0.38508,0.37690,7.66931,0.16766,0.38005,0.38248,7.65049,0.15754,-41.71684,0.89059,-38.43987,-44.42043,-0.09664,0.02250,-0.02611,-0.15732,0.90868,0.00675,0.92556,0.88609,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
61,32.81511092185974,216000,-502.67639,350.87333,nan,3.13060,10.23453,19.44979,5000.00000,-0.08651,0.02624,-0.00133,-0.17524,0.44353,0.78047,17.45095,0.18085,0.43468,0.78067,17.63106,0.18905,-41.54001,0.89204,-38.82053,-44.09273,-0.06340,0.02863,0.02090,-0.15625,0.91065,0.00713,0.93013,0.89089,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
62,32.2718231678009,219000,-537.84611,847.28225,nan,3.43649,10.05817,18.77700,5000.00000,-0.08031,0.02617,-0.00776,-0.16596,0.43431,0.63336,18.67772,0.16625,0.42375,0.63913,18.82316,0.14896,-41.55510,0.90896,-38.63113,-44.16744,-0.04514,0.02904,0.03739,-0.12982,0.91271,0.00647,0.93057,0.89454,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
63,32.848371744155884,222000,-446.98330,-65.10049,nan,3.08425,10.52823,19.23569,4734.25000,-0.08117,0.02659,0.00166,-0.17585,0.47707,0.85911,18.29674,0.18174,0.46934,0.86469,18.39804,0.17517,-41.53028,0.92172,-38.56248,-43.90077,-0.02345,0.02939,0.05563,-0.11657,0.91183,0.00672,0.93170,0.88943,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
64,32.63860559463501,225000,-442.59034,-352.48945,nan,3.06312,10.84226,18.73307,5000.00000,-0.07995,0.02698,-0.00003,-0.17781,0.51198,1.01804,18.83801,0.21253,0.50183,1.02097,19.06373,0.18035,-41.74253,0.93750,-38.26155,-44.16681,0.00387,0.02963,0.07832,-0.08833,0.90920,0.00760,0.93034,0.88759,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
65,32.37918710708618,228000,-410.74088,412.26926,nan,3.11457,10.45859,18.80585,4556.75000,-0.07548,0.02727,0.02028,-0.15869,0.50620,0.86843,20.43187,0.19628,0.49378,0.87780,20.75418,0.18936,-41.78397,0.98919,-38.42121,-44.43314,-0.01011,0.02285,0.04821,-0.07606,0.91168,0.00692,0.93003,0.89151,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
66,32.03205227851868,231000,-495.21387,1098.16313,nan,3.01705,10.06476,18.95004,5000.00000,-0.07275,0.02924,0.04389,-0.15163,0.56060,0.94115,20.72155,0.23862,0.54808,0.94003,20.69990,0.20271,-41.85221,1.01016,-38.79229,-44.57352,-0.02836,0.02646,0.04175,-0.10295,0.91227,0.00666,0.93375,0.89339,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
67,32.31722092628479,234000,-527.96541,38.47475,nan,3.12704,10.29330,18.89672,5000.00000,-0.07026,0.02887,0.01199,-0.17471,0.52664,0.25987,7.77764,0.26440,0.49719,0.25784,7.71548,0.20900,-41.98540,1.04090,-38.05565,-45.17897,-0.04481,0.02371,0.02691,-0.10616,0.91312,0.00668,0.93583,0.89467,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
68,33.20380520820618,237000,-437.21254,-233.22265,nan,3.07503,10.56245,19.39797,5000.00000,-0.07141,0.02783,0.01784,-0.17776,0.68518,1.42214,23.03839,0.24764,0.66730,1.42576,23.30823,0.28135,-41.93683,1.04128,-37.50234,-44.70879,-0.07369,0.02487,-0.00399,-0.14919,0.91163,0.00688,0.93047,0.88450,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
69,33.27911567687988,240000,-84.23172,-488.81941,nan,3.33811,10.98330,18.70310,4043.50000,-0.07282,0.02924,0.02865,-0.16898,0.63888,0.74814,21.19292,0.27643,0.61079,0.75564,21.39577,0.26433,-42.08319,1.11654,-37.86755,-45.16206,-0.08211,0.02518,-0.00915,-0.15574,0.90967,0.00737,0.92769,0.88689,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
70,32.0980589389801,243000,21.22460,1685.57416,nan,3.07537,10.17109,18.85145,4258.75000,-0.06412,0.03032,0.04473,-0.15194,0.67144,0.83710,24.67472,0.33481,0.64183,0.84001,24.68913,0.27439,-42.35095,1.06078,-39.50495,-45.17605,-0.08143,0.02351,-0.02417,-0.15380,0.90598,0.00735,0.92775,0.88519,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
71,32.82006573677063,246000,318.60750,1042.05743,nan,3.27249,10.67129,18.87614,4650.00000,-0.05933,0.03062,0.03684,-0.14452,0.75358,1.52570,24.38936,0.33051,0.72698,1.53325,24.50530,0.34144,-42.64034,1.04213,-39.40105,-45.29508,-0.08835,0.02740,0.00806,-0.16651,0.90525,0.00719,0.92534,0.88185,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
72,32.915356397628784,249000,540.63858,927.07076,nan,3.06776,10.79368,19.05373,4174.00000,-0.05443,0.03062,0.05674,-0.14392,0.75906,1.32298,24.46608,0.34047,0.73265,1.30218,24.07299,0.25256,-42.88288,1.06179,-39.45775,-45.76996,-0.07988,0.02817,0.00956,-0.17240,0.90874,0.00633,0.92781,0.89052,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
73,32.4623818397522,252000,779.62968,705.25326,nan,3.16654,10.44220,18.67058,4782.75000,-0.05038,0.03066,0.04559,-0.14941,0.74259,1.03608,22.90907,0.34560,0.71744,1.01861,22.45491,0.32893,-43.32985,1.10396,-39.33691,-46.49007,-0.07205,0.02632,0.00893,-0.15446,0.90898,0.00610,0.92571,0.88685,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
74,32.58714485168457,255000,875.87331,1868.21391,nan,3.15317,10.47479,18.95894,4788.25000,-0.04323,0.03243,0.06340,-0.16368,0.75250,0.88277,24.89481,0.34510,0.72271,0.88633,24.94161,0.30786,-43.80847,1.13340,-40.92634,-46.87065,-0.05830,0.02548,0.01019,-0.13354,0.90946,0.00677,0.92996,0.88865,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
75,29.845451831817627,258000,938.55415,1067.68647,nan,3.14514,10.48689,16.21326,2817.75000,-0.03838,0.03306,0.06924,-0.16598,0.81432,1.15516,25.15326,0.36424,0.77775,1.14530,25.37505,0.29064,-44.20722,1.17613,-39.85329,-47.22472,-0.05611,0.02637,0.04582,-0.12879,0.91002,0.00640,0.92755,0.89235,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
76,23.9443302154541,261000,756.60371,883.26664,nan,3.07078,10.07042,10.80298,2512.50000,-0.03544,0.03294,0.08944,-0.13800,0.84992,1.51945,25.58851,0.33479,0.80559,1.51516,25.84778,0.33668,-44.46236,1.10942,-40.53436,-47.31307,-0.07936,0.02718,-0.00292,-0.17363,0.90899,0.00677,0.92956,0.87862,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
77,31.962793588638306,264000,1014.35618,1331.72667,nan,3.18572,9.75478,18.87240,4871.25000,-0.02981,0.03412,0.08284,-0.14187,0.82927,1.21956,26.94546,0.41857,0.79940,1.21850,26.71690,0.37041,-44.68243,1.20486,-40.22328,-48.34999,-0.07209,0.02679,-0.00264,-0.14578,0.91111,0.00642,0.92854,0.88408,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
78,33.17613410949707,267000,1057.01804,2083.15134,nan,3.03759,11.21747,18.92088,4125.25000,-0.02143,0.03489,0.07126,-0.13769,0.83750,1.02579,23.09326,0.38168,0.79198,1.01135,22.49685,0.40135,-45.26164,1.17224,-41.79127,-48.40219,-0.06359,0.02382,0.01788,-0.13895,0.91265,0.00569,0.92755,0.89712,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
79,33.17958426475525,270000,941.66600,2106.35489,nan,3.11987,11.14792,18.91163,3458.25000,-0.01496,0.03571,0.13182,-0.11551,0.95711,1.87265,28.46141,0.39048,0.91735,1.86491,28.20073,0.37756,-45.63825,1.19922,-42.50636,-48.63986,-0.06236,0.02533,0.01207,-0.16180,0.91239,0.00594,0.92986,0.88550,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
80,33.77334809303284,273000,946.73017,777.52421,nan,3.17906,11.55775,19.03633,4192.75000,-0.01149,0.03729,0.10257,-0.11665,0.90332,1.28003,28.10997,0.46297,0.85798,1.28759,28.24772,0.41065,-46.03833,1.22654,-41.67291,-49.13562,-0.06999,0.02457,-0.00414,-0.14619,0.91216,0.00520,0.92517,0.89441,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
81,27.803876161575317,276000,1025.23477,1044.44997,nan,3.14047,9.86290,14.60445,3612.00000,-0.00615,0.03582,0.13132,-0.10613,0.87518,0.82405,23.61792,0.45814,0.84285,0.83104,23.59490,0.42492,-46.40312,1.14088,-42.79219,-49.25529,-0.04656,0.02265,0.03246,-0.11924,0.91433,0.00560,0.93447,0.89959,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
82,31.11254620552063,279000,1166.09665,2287.59980,nan,2.94283,9.29858,18.87098,4245.25000,0.00125,0.03902,0.12395,-0.12407,0.93462,1.22913,28.62726,0.40157,0.89407,1.22688,28.63850,0.35432,-46.63303,1.27595,-42.38407,-49.86532,-0.04645,0.02286,0.02344,-0.13303,0.91615,0.00512,0.93116,0.89712,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
83,28.753032445907593,282000,1343.50582,2018.31267,nan,3.09756,11.18333,14.47195,3409.75000,0.00960,0.03890,0.12982,-0.12725,0.94182,1.15818,29.00194,0.41546,0.89810,1.13018,28.65138,0.44950,-47.07635,1.23612,-42.79565,-50.57524,-0.04034,0.02599,0.04299,-0.11222,0.91835,0.00521,0.93407,0.90014,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
84,25.983996152877808,285000,1478.49221,1734.94281,nan,3.08313,10.36976,12.53095,2907.00000,0.01533,0.03967,0.15163,-0.11204,0.97681,1.21380,29.14874,0.46772,0.92690,1.20659,29.45038,0.38760,-47.43422,1.28362,-43.51624,-51.40501,-0.02734,0.02599,0.05392,-0.12232,0.92034,0.00473,0.93841,0.89638,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
85,26.39987587928772,288000,1597.04992,3113.69098,1319.90675,2.99870,11.27539,12.12564,2789.00000,0.02520,0.09736,2.01733,-0.10642,2.63197,33.18655,746.45605,0.47895,2.58142,33.25297,745.76709,0.46051,-48.11930,1.29918,-44.12081,-51.86102,-0.01379,0.02533,0.05957,-0.09318,0.92698,0.00622,0.94507,0.91220,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
86,30.404675483703613,291000,1443.45284,2260.88968,1319.90675,3.11738,11.03759,16.24958,3514.00000,0.03572,0.11520,2.01893,-0.09220,3.35828,39.57718,738.66949,0.52213,3.31250,39.60255,737.71606,0.48359,-49.08531,1.31890,-45.04562,-52.62156,-0.01807,0.03230,0.11713,-0.08990,0.92633,0.00473,0.93985,0.91240,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
87,31.881436347961426,294000,1587.56715,1057.14129,1319.90675,2.93366,10.24022,18.70739,4148.25000,0.03203,0.07565,2.01403,-0.09898,1.93058,22.55960,713.88257,0.50845,1.87685,22.51862,712.58026,0.51657,-49.51907,1.40607,-43.87225,-53.82667,-0.03421,0.02445,0.02866,-0.10144,0.92993,0.00541,0.94812,0.91536,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
88,28.40137267112732,297000,1599.35331,1567.83795,1319.90675,2.99368,10.71805,14.68950,2931.75000,0.04521,0.12856,2.01225,-0.08931,4.18628,44.22918,725.98560,0.55255,4.10735,44.24063,721.69775,0.51575,-50.43923,1.43732,-46.32848,-54.93261,-0.03146,0.02823,0.04001,-0.11914,0.93317,0.00500,0.94718,0.92111,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
89,26.9046790599823,300000,1702.50681,3245.46464,2227.62909,3.00836,10.22155,13.53620,2990.25000,0.05427,0.15790,2.06166,-0.07854,5.71834,54.16143,731.62476,0.45715,5.62857,53.94670,734.21948,0.53158,-51.62715,1.48223,-47.49526,-55.75865,-0.00464,0.02642,0.07778,-0.08137,0.93527,0.00533,0.94950,0.91198,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
90,32.340770959854126,303000,1526.66165,2197.45752,2227.62909,3.03879,10.68813,18.61367,4265.75000,0.05989,0.15672,2.04354,-0.09736,5.76737,54.60013,746.81213,0.57514,5.71184,54.73947,744.72400,0.57920,-52.66963,1.39050,-47.80623,-56.54134,0.00673,0.02796,0.12522,-0.06523,0.93442,0.00477,0.94938,0.91713,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
91,31.954320907592773,306000,1483.21814,853.68189,2227.62909,3.07327,10.18663,18.69427,4251.00000,0.05856,0.13226,2.10382,-0.06282,4.24054,42.95413,700.10419,0.65702,4.18444,43.19314,703.13452,0.57967,-53.93568,1.54722,-49.05373,-58.65990,-0.00153,0.03261,0.08786,-0.09580,0.93745,0.00440,0.95108,0.92100,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
92,31.738021850585938,309000,1346.88571,1408.92446,2227.62909,3.08701,9.59133,19.05954,3661.50000,0.06594,0.16699,2.04164,-0.08430,6.46671,55.74618,700.35840,0.62719,6.34541,55.35452,702.72638,0.62330,-55.04449,1.63027,-49.41218,-61.25890,-0.00589,0.03155,0.08470,-0.09811,0.93731,0.00461,0.95044,0.92406,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
93,24.456565618515015,312000,1537.48883,1780.56980,2193.23856,3.12351,10.12234,11.21056,2863.00000,0.06601,0.15874,2.08552,-0.08951,5.83379,51.55438,706.83099,0.80326,5.78057,51.54783,704.85638,0.74241,-56.33634,1.59886,-51.09522,-60.86636,-0.02380,0.03524,0.07701,-0.10575,0.93613,0.00476,0.95121,0.91872,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
94,32.58743190765381,315000,1342.71121,1666.09279,2193.23856,2.98856,10.30361,19.29512,3594.25000,0.07507,0.18118,2.12872,-0.08592,7.45773,60.68782,747.02740,0.74145,7.35363,60.85226,746.09387,0.68499,-57.53095,1.68137,-52.45151,-62.77900,-0.03854,0.02890,0.04911,-0.11216,0.93347,0.00471,0.94499,0.91890,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
95,32.71523070335388,318000,1292.89081,858.67167,2193.23856,3.10525,10.64339,18.96644,3915.50000,0.07176,0.14206,2.00745,-0.06194,5.31001,46.91718,675.95386,0.91913,5.20054,46.89500,678.38464,0.77862,-58.33091,1.68312,-53.36569,-63.02026,-0.00784,0.02539,0.07893,-0.08306,0.93043,0.00558,0.94624,0.91530,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
96,25.36446738243103,321000,1348.93775,2002.47574,2159.62006,3.11805,10.12817,11.88199,2910.00000,0.07900,0.16860,2.10642,-0.04625,6.86430,54.95135,680.82788,0.95567,6.78168,55.21452,683.33307,0.88724,-59.43755,1.73173,-54.78611,-64.46759,-0.02230,0.03106,0.09243,-0.10305,0.92629,0.00533,0.94047,0.91138,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
97,26.986909866333008,324000,1419.60701,2997.53881,2262.00272,3.34562,10.34306,13.29808,3065.50000,0.09114,0.18170,2.12123,-0.07047,7.48316,57.50576,679.50336,0.78077,7.35799,57.54994,676.13660,0.73897,-60.65054,1.83122,-54.11806,-65.84380,-0.02027,0.02830,0.06220,-0.12396,0.92728,0.00606,0.94511,0.90828,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
98,32.582799196243286,327000,1320.44762,2637.40761,2262.00272,3.01344,10.38560,19.18364,5000.00000,0.09831,0.18130,2.11513,-0.07413,7.48526,58.58662,684.27606,0.98031,7.37110,58.53983,686.15698,0.90489,-61.81060,1.80540,-56.45658,-66.56302,-0.05380,0.03679,0.02700,-0.16595,0.92638,0.00584,0.94436,0.90990,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
99,32.661954164505005,330000,1350.96466,1518.16450,2262.00272,3.03886,10.41351,19.20940,3476.00000,0.10591,0.20049,2.09898,-0.05076,8.77768,63.53219,697.35309,0.99866,8.64070,63.74918,697.20294,1.04306,-62.86090,1.97397,-56.40984,-68.64269,-0.04747,0.02798,0.04472,-0.13845,0.93018,0.00501,0.94508,0.91555,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
100,25.45917797088623,333000,1427.42103,2215.10637,2331.84725,3.10712,10.54090,11.81103,2993.50000,0.12209,0.25131,2.13672,-0.06945,13.13469,78.91620,672.62909,1.11446,12.97444,79.10113,672.59314,1.15486,-64.12929,2.03559,-57.82923,-70.76124,-0.06067,0.02940,0.03096,-0.14411,0.93341,0.00540,0.94925,0.91545,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
101,28.147331476211548,336000,1492.18429,-759.24123,2668.13169,3.25238,10.29131,14.50276,3131.50000,0.10307,0.19233,2.13290,-0.05382,8.27560,58.16387,689.24738,1.27787,8.13429,58.32694,687.45068,1.17760,-65.31718,1.98543,-58.94682,-70.77042,-0.05230,0.02565,0.00966,-0.13594,0.93396,0.00479,0.94719,0.91457,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
102,23.751705646514893,339000,1752.38092,-3002.45559,2668.13169,3.06698,9.69627,10.98828,2784.50000,0.09620,0.20981,2.13336,-0.07120,9.71209,64.75570,668.26959,1.29895,9.53821,64.73843,667.43994,1.22180,-66.05571,2.02681,-60.29209,-71.27293,-0.06984,0.02632,-0.00330,-0.13971,0.93444,0.00503,0.94684,0.91751,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
103,28.411897897720337,342000,1672.12117,-3183.49195,2668.13169,3.04508,10.87700,14.48967,3126.75000,0.08228,0.18006,2.04947,-0.09070,7.66547,53.50329,632.14746,1.07063,7.54124,53.79751,631.38196,1.23255,-66.87689,2.01097,-60.82543,-74.21651,-0.08708,0.02412,-0.00322,-0.16284,0.93482,0.00414,0.94561,0.92011,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
104,33.20791840553284,345000,1531.13380,-2556.80144,2633.98418,3.10894,10.53016,19.56867,4069.75000,0.08041,0.22766,2.13237,-0.07866,11.31163,69.75436,699.61963,1.45791,11.11733,70.16299,699.98218,1.20917,-67.78927,2.16771,-61.20456,-73.48525,-0.07596,0.02566,0.03110,-0.14794,0.93788,0.00395,0.94985,0.92682,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
105,32.85621500015259,348000,1527.29983,-128.61635,2633.98418,3.11322,10.39945,19.34337,4540.75000,0.07234,0.18079,2.14800,-0.08999,8.16514,54.70194,654.53955,1.17437,8.00297,55.19732,657.09747,1.10286,-68.71299,2.19651,-61.87009,-74.37388,-0.07739,0.03107,0.00538,-0.18301,0.93702,0.00463,0.94879,0.91328,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
106,33.1480438709259,351000,1573.45850,1302.41453,2633.98418,3.12871,10.43229,19.58691,4127.25000,0.08127,0.21920,2.11062,-0.11569,10.47871,64.55871,649.99579,1.48929,10.39120,65.41187,651.19086,1.14489,-69.67929,2.10474,-62.37803,-76.22662,-0.09853,0.03775,-0.00207,-0.22805,0.93396,0.00482,0.94673,0.91914,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
107,33.10809278488159,354000,1325.74862,1386.90269,2633.98418,3.17223,11.00544,18.93028,3684.50000,0.08467,0.21899,2.06966,-0.10705,10.62351,64.44998,661.60284,1.65379,10.34371,64.77176,663.11163,1.33226,-71.17282,2.34292,-63.38703,-77.52303,-0.06467,0.03168,0.02210,-0.18269,0.93813,0.00499,0.95210,0.92174,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
108,24.61778497695923,357000,1369.09857,-236.75441,2633.98418,3.02778,10.57871,11.01112,2781.50000,0.07624,0.18241,2.08658,-0.12312,8.09536,52.67314,650.50800,1.73427,7.91627,52.96762,643.39191,1.36704,-71.67682,2.34701,-66.11292,-77.38382,-0.06294,0.02943,0.01606,-0.15588,0.94005,0.00425,0.95314,0.92683,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
109,32.756890296936035,360000,1285.36783,1060.40265,2633.98418,3.02405,10.58139,19.15131,4070.75000,0.08110,0.20288,2.12501,-0.12933,9.48867,58.88744,638.81982,1.69092,9.25979,59.02601,629.40820,1.59426,-72.57693,2.33411,-65.53622,-79.22515,-0.03895,0.03147,0.05307,-0.13695,0.93947,0.00356,0.95165,0.92813,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
110,30.841059684753418,363000,1443.73722,2505.60653,2633.98418,3.03373,9.85756,17.94963,3500.75000,0.08129,0.16274,2.10694,-0.11828,6.84264,44.28714,604.83911,1.63233,6.64610,45.01449,611.30621,1.43798,-73.34832,2.44328,-65.45660,-80.14886,-0.05476,0.02538,0.01867,-0.12032,0.93722,0.00410,0.94980,0.92449,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
111,32.3663432598114,366000,1457.17503,2308.15692,2633.98418,3.05769,10.34276,18.96573,4456.25000,0.09592,0.20033,2.10027,-0.08010,9.32085,56.86420,632.28442,1.69497,9.16952,58.12971,632.32452,1.34985,-74.40769,2.49657,-63.37822,-80.66537,-0.06455,0.03036,0.00094,-0.17000,0.94061,0.00454,0.95306,0.92601,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
112,33.37483024597168,369000,1415.61707,2775.04511,2863.92377,3.11624,10.94395,19.31449,3866.00000,0.09608,0.19266,2.09793,-0.18293,8.62264,55.48524,635.21832,1.60470,8.47305,56.46995,642.89288,1.38232,-75.28966,2.52618,-67.37791,-82.24281,-0.06497,0.03307,0.01415,-0.19630,0.94123,0.00406,0.95149,0.92597,1.00000,0.00000,1.00000,1.00000,-1.00000,0.00000,-1.00000,-1.00000
